method,simnum,listnum,hit,miss,fa,cr,cost,startseed
rw,9,46,393,0,1012,11315,1012.0,1350
goni,9,46,379,14,390,11937,404.0,1350
chan,9,46,148,245,11,12316,256.0,1350
kenett,9,46,276,117,198,12129,315.0,1350
fe,9,46,102,291,0,12327,291.0,1350
rw,9,47,393,0,1034,11293,1034.0,1350
goni,9,47,381,12,395,11932,407.0,1350
chan,9,47,146,247,13,12314,260.0,1350
kenett,9,47,273,120,201,12126,321.0,1350
fe,9,47,105,288,0,12327,288.0,1350
rw,9,48,393,0,1049,11278,1049.0,1350
goni,9,48,380,13,395,11932,408.0,1350
chan,9,48,147,246,12,12315,258.0,1350
kenett,9,48,277,116,197,12130,313.0,1350
fe,9,48,106,287,0,12327,287.0,1350
rw,9,49,393,0,1066,11261,1066.0,1350
goni,9,49,380,13,401,11926,414.0,1350
chan,9,49,147,246,12,12315,258.0,1350
kenett,9,49,274,119,200,12127,319.0,1350
fe,9,49,108,285,0,12327,285.0,1350
rw,9,50,393,0,1079,11248,1079.0,1350
goni,9,50,382,11,405,11922,416.0,1350
chan,9,50,149,244,10,12317,254.0,1350
kenett,9,50,274,119,200,12127,319.0,1350
fe,9,50,109,284,0,12327,284.0,1350
uinvite_flat,0,1,53,340,44,12283,384.0,0
uinvite_hierarchical,0,1,52,341,45,12282,386.0,0
uinvite_flat,0,2,98,295,85,12242,380.0,0
uinvite_hierarchical,0,2,75,318,50,12277,368.0,0
uinvite_flat,0,3,146,247,118,12209,365.0,0
uinvite_hierarchical,0,3,90,303,55,12272,358.0,0
uinvite_flat,0,4,181,212,148,12179,360.0,0
uinvite_hierarchical,0,4,88,305,57,12270,362.0,0
uinvite_flat,0,5,207,186,170,12157,356.0,0
uinvite_hierarchical,0,5,87,306,48,12279,354.0,0
uinvite_flat,0,6,242,151,193,12134,344.0,0
uinvite_hierarchical,0,6,90,303,41,12286,344.0,0
uinvite_flat,0,7,254,139,187,12140,326.0,0
uinvite_hierarchical,0,7,101,292,41,12286,333.0,0
uinvite_flat,0,8,273,120,199,12128,319.0,0
uinvite_hierarchical,0,8,108,285,35,12292,320.0,0
uinvite_flat,0,9,287,106,194,12133,300.0,0
uinvite_hierarchical,0,9,112,281,33,12294,314.0,0
uinvite_flat,0,10,299,94,192,12135,286.0,0
uinvite_hierarchical,0,10,115,278,29,12298,307.0,0
uinvite_flat,0,11,310,83,186,12141,269.0,0
uinvite_hierarchical,0,11,113,280,24,12303,304.0,0
uinvite_flat,0,12,320,73,154,12173,227.0,0
uinvite_hierarchical,0,12,121,272,26,12301,298.0,0
uinvite_flat,0,13,326,67,138,12189,205.0,0
uinvite_hierarchical,0,13,117,276,23,12304,299.0,0

