method,simnum,subjects,hit,miss,fa,cr,cost,startseed
rw,47,5,231,162,161,12166,323.0,
goni,47,5,108,285,46,12281,331.0,
kenett,47,5,18,375,429,11898,804.0,
fe,47,5,15,378,0,12327,378.0,
rw,47,6,267,126,186,12141,312.0,
goni,47,6,136,257,51,12276,308.0,
kenett,47,6,17,376,436,11891,812.0,
fe,47,6,18,375,0,12327,375.0,
rw,47,7,289,104,215,12112,319.0,
goni,47,7,162,231,68,12259,299.0,
kenett,47,7,15,378,441,11886,819.0,
fe,47,7,21,372,0,12327,372.0,
rw,47,8,306,87,245,12082,332.0,
goni,47,8,179,214,72,12255,286.0,
kenett,47,8,17,376,442,11885,818.0,
fe,47,8,24,369,0,12327,369.0,
rw,47,9,318,75,275,12052,350.0,
goni,47,9,196,197,77,12250,274.0,
kenett,47,9,11,382,451,11876,833.0,
fe,47,9,27,366,0,12327,366.0,
rw,47,10,329,64,295,12032,359.0,
goni,47,10,223,170,88,12239,258.0,
kenett,47,10,16,377,446,11881,823.0,
fe,47,10,29,364,0,12327,364.0,
rw,47,11,340,53,321,12006,374.0,
goni,47,11,239,154,94,12233,248.0,
kenett,47,11,21,372,444,11883,816.0,
fe,47,11,32,361,0,12327,361.0,
rw,47,12,346,47,347,11980,394.0,
goni,47,12,243,150,102,12225,252.0,
kenett,47,12,20,373,448,11879,821.0,
fe,47,12,35,358,0,12327,358.0,
rw,47,13,351,42,372,11955,414.0,
goni,47,13,250,143,109,12218,252.0,
kenett,47,13,21,372,447,11880,819.0,
fe,47,13,38,355,0,12327,355.0,
rw,47,14,358,35,400,11927,435.0,
goni,47,14,268,125,125,12202,250.0,
kenett,47,14,58,335,413,11914,748.0,
fe,47,14,41,352,0,12327,352.0,
rw,47,15,361,32,418,11909,450.0,
goni,47,15,274,119,133,12194,252.0,
kenett,47,15,56,337,415,11912,752.0,
fe,47,15,42,351,0,12327,351.0,
rw,47,16,366,27,449,11878,476.0,
goni,47,16,287,106,152,12175,258.0,
kenett,47,16,47,346,424,11903,770.0,
fe,47,16,45,348,0,12327,348.0,
rw,47,17,370,23,478,11849,501.0,
goni,47,17,292,101,163,12164,264.0,
kenett,47,17,46,347,425,11902,772.0,
fe,47,17,48,345,0,12327,345.0,
rw,47,18,371,22,500,11827,522.0,
goni,47,18,302,91,174,12153,265.0,
kenett,47,18,33,360,438,11889,798.0,
fe,47,18,51,342,0,12327,342.0,
rw,47,19,372,21,523,11804,544.0,
goni,47,19,309,84,184,12143,268.0,
kenett,47,19,46,347,425,11902,772.0,
fe,47,19,54,339,0,12327,339.0,
rw,47,20,377,16,546,11781,562.0,
goni,47,20,315,78,201,12126,279.0,
kenett,47,20,45,348,426,11901,774.0,
fe,47,20,56,337,0,12327,337.0,
rw,47,21,379,14,566,11761,580.0,
goni,47,21,318,75,212,12115,287.0,
kenett,47,21,40,353,431,11896,784.0,
fe,47,21,58,335,0,12327,335.0,
rw,47,22,382,11,584,11743,595.0,
goni,47,22,329,64,218,12109,282.0,
kenett,47,22,224,169,250,12077,419.0,
fe,47,22,60,333,0,12327,333.0,
rw,47,23,382,11,613,11714,624.0,
goni,47,23,332,61,221,12106,282.0,
kenett,47,23,221,172,253,12074,425.0,
fe,47,23,62,331,0,12327,331.0,
rw,47,24,384,9,635,11692,644.0,
goni,47,24,340,53,231,12096,284.0,
kenett,47,24,240,153,234,12093,387.0,
fe,47,24,65,328,0,12327,328.0,
rw,47,25,384,9,657,11670,666.0,
goni,47,25,342,51,237,12090,288.0,
kenett,47,25,242,151,232,12095,383.0,
fe,47,25,67,326,0,12327,326.0,
rw,47,26,386,7,679,11648,686.0,
goni,47,26,344,49,241,12086,290.0,
kenett,47,26,243,150,231,12096,381.0,
fe,47,26,69,324,0,12327,324.0,
rw,47,27,388,5,695,11632,700.0,
goni,47,27,349,44,245,12082,289.0,
kenett,47,27,258,135,216,12111,351.0,
fe,47,27,72,321,0,12327,321.0,
rw,47,28,388,5,716,11611,721.0,
goni,47,28,356,37,261,12066,298.0,
kenett,47,28,246,147,228,12099,375.0,
fe,47,28,75,318,0,12327,318.0,
rw,47,29,390,3,742,11585,745.0,
goni,47,29,361,32,256,12071,288.0,
kenett,47,29,252,141,222,12105,363.0,
fe,47,29,78,315,0,12327,315.0,
rw,47,30,390,3,758,11569,761.0,
goni,47,30,359,34,265,12062,299.0,
kenett,47,30,253,140,221,12106,361.0,
fe,47,30,80,313,0,12327,313.0,
rw,47,31,390,3,777,11550,780.0,
goni,47,31,361,32,271,12056,303.0,
kenett,47,31,253,140,221,12106,361.0,
fe,47,31,81,312,0,12327,312.0,
rw,47,32,390,3,795,11532,798.0,
goni,47,32,364,29,273,12054,302.0,
kenett,47,32,259,134,215,12112,349.0,
fe,47,32,83,310,0,12327,310.0,
rw,47,33,391,2,816,11511,818.0,
goni,47,33,364,29,283,12044,312.0,
kenett,47,33,255,138,219,12108,357.0,
fe,47,33,85,308,0,12327,308.0,
rw,47,34,391,2,840,11487,842.0,
goni,47,34,367,26,288,12039,314.0,
kenett,47,34,251,142,223,12104,365.0,
fe,47,34,88,305,0,12327,305.0,
rw,47,35,391,2,861,11466,863.0,
goni,47,35,368,25,288,12039,313.0,
kenett,47,35,244,149,230,12097,379.0,
fe,47,35,89,304,0,12327,304.0,
rw,47,36,392,1,879,11448,880.0,
goni,47,36,370,23,286,12041,309.0,
kenett,47,36,249,144,225,12102,369.0,
fe,47,36,92,301,0,12327,301.0,
rw,47,37,392,1,893,11434,894.0,
goni,47,37,372,21,289,12038,310.0,
kenett,47,37,250,143,224,12103,367.0,
fe,47,37,94,299,0,12327,299.0,
rw,47,38,392,1,906,11421,907.0,
goni,47,38,373,20,300,12027,320.0,
kenett,47,38,252,141,222,12105,363.0,
fe,47,38,96,297,0,12327,297.0,
rw,47,39,392,1,927,11400,928.0,
goni,47,39,373,20,308,12019,328.0,
kenett,47,39,261,132,213,12114,345.0,
fe,47,39,99,294,0,12327,294.0,
rw,47,40,392,1,951,11376,952.0,
goni,47,40,374,19,319,12008,338.0,
kenett,47,40,260,133,214,12113,347.0,
fe,47,40,102,291,0,12327,291.0,
rw,47,41,393,0,966,11361,966.0,
goni,47,41,377,16,322,12005,338.0,
kenett,47,41,261,132,213,12114,345.0,
fe,47,41,105,288,0,12327,288.0,
rw,47,42,393,0,990,11337,990.0,
goni,47,42,380,13,321,12006,334.0,
kenett,47,42,258,135,216,12111,351.0,
fe,47,42,106,287,0,12327,287.0,
rw,47,43,393,0,1005,11322,1005.0,
goni,47,43,378,15,325,12002,340.0,
kenett,47,43,263,130,211,12116,341.0,
fe,47,43,109,284,0,12327,284.0,
rw,47,44,393,0,1028,11299,1028.0,
goni,47,44,383,10,334,11993,344.0,
kenett,47,44,265,128,209,12118,337.0,
fe,47,44,111,282,0,12327,282.0,
rw,47,45,393,0,1047,11280,1047.0,
goni,47,45,384,9,331,11996,340.0,
kenett,47,45,261,132,213,12114,345.0,
fe,47,45,112,281,0,12327,281.0,
rw,47,46,393,0,1065,11262,1065.0,
goni,47,46,385,8,349,11978,357.0,
kenett,47,46,261,132,213,12114,345.0,
fe,47,46,115,278,0,12327,278.0,
rw,47,47,393,0,1085,11242,1085.0,
goni,47,47,386,7,353,11974,360.0,
kenett,47,47,258,135,216,12111,351.0,
fe,47,47,116,277,0,12327,277.0,
rw,47,48,393,0,1105,11222,1105.0,
goni,47,48,385,8,354,11973,362.0,
kenett,47,48,267,126,207,12120,333.0,
fe,47,48,116,277,0,12327,277.0,
rw,47,49,393,0,1126,11201,1126.0,
goni,47,49,384,9,364,11963,373.0,
kenett,47,49,265,128,209,12118,337.0,
fe,47,49,117,276,0,12327,276.0,
rw,47,50,393,0,1143,11184,1143.0,
goni,47,50,385,8,367,11960,375.0,
kenett,47,50,269,124,205,12122,329.0,
fe,47,50,120,273,0,12327,273.0,
rw,48,1,66,327,34,12293,361.0,
goni,48,1,5,388,3,12324,391.0,
kenett,48,1,17,376,199,12128,575.0,
fe,48,1,3,390,0,12327,390.0,
rw,48,2,124,269,65,12262,334.0,
goni,48,2,26,367,9,12318,376.0,
kenett,48,2,19,374,296,12031,670.0,
fe,48,2,6,387,0,12327,387.0,
rw,48,3,169,224,92,12235,316.0,
goni,48,3,51,342,20,12307,362.0,
kenett,48,3,18,375,366,11961,741.0,
fe,48,3,9,384,0,12327,384.0,
rw,48,4,210,183,119,12208,302.0,
goni,48,4,84,309,29,12298,338.0,
kenett,48,4,19,374,410,11917,784.0,
fe,48,4,12,381,0,12327,381.0,
rw,48,5,242,151,146,12181,297.0,
goni,48,5,117,276,41,12286,317.0,
kenett,48,5,20,373,424,11903,797.0,
fe,48,5,15,378,0,12327,378.0,
rw,48,6,267,126,183,12144,309.0,
goni,48,6,137,256,59,12268,315.0,
kenett,48,6,19,374,449,11878,823.0,
fe,48,6,17,376,0,12327,376.0,
rw,48,7,286,107,210,12117,317.0,
goni,48,7,164,229,67,12260,296.0,
kenett,48,7,19,374,449,11878,823.0,
fe,48,7,20,373,0,12327,373.0,
rw,48,8,301,92,237,12090,329.0,
goni,48,8,180,213,77,12250,290.0,
kenett,48,8,18,375,450,11877,825.0,
fe,48,8,23,370,0,12327,370.0,
rw,48,9,314,79,274,12053,353.0,
goni,48,9,199,194,95,12232,289.0,
kenett,48,9,21,372,450,11877,822.0,
fe,48,9,26,367,0,12327,367.0,
rw,48,10,323,70,299,12028,369.0,
goni,48,10,216,177,118,12209,295.0,
kenett,48,10,23,370,448,11879,818.0,
fe,48,10,28,365,0,12327,365.0,
rw,48,11,331,62,326,12001,388.0,
goni,48,11,235,158,126,12201,284.0,
kenett,48,11,29,364,442,11885,806.0,
fe,48,11,31,362,0,12327,362.0,
rw,48,12,337,56,347,11980,403.0,
goni,48,12,253,140,137,12190,277.0,
kenett,48,12,184,209,290,12037,499.0,
fe,48,12,34,359,0,12327,359.0,
rw,48,13,345,48,376,11951,424.0,
goni,48,13,258,135,140,12187,275.0,
kenett,48,13,192,201,282,12045,483.0,
fe,48,13,36,357,0,12327,357.0,
rw,48,14,353,40,407,11920,447.0,
goni,48,14,268,125,152,12175,277.0,
kenett,48,14,192,201,282,12045,483.0,
fe,48,14,39,354,0,12327,354.0,
rw,48,15,359,34,431,11896,465.0,
goni,48,15,279,114,166,12161,280.0,
kenett,48,15,202,191,272,12055,463.0,
fe,48,15,42,351,0,12327,351.0,
rw,48,16,365,28,454,11873,482.0,
goni,48,16,291,102,181,12146,283.0,
kenett,48,16,208,185,266,12061,451.0,
fe,48,16,44,349,0,12327,349.0,
rw,48,17,370,23,471,11856,494.0,
goni,48,17,294,99,196,12131,295.0,
kenett,48,17,216,177,258,12069,435.0,
fe,48,17,47,346,0,12327,346.0,
rw,48,18,374,19,496,11831,515.0,
goni,48,18,303,90,207,12120,297.0,
kenett,48,18,217,176,257,12070,433.0,
fe,48,18,50,343,0,12327,343.0,
rw,48,19,376,17,518,11809,535.0,
goni,48,19,313,80,220,12107,300.0,
kenett,48,19,216,177,258,12069,435.0,
fe,48,19,53,340,0,12327,340.0,
rw,48,20,378,15,537,11790,552.0,
goni,48,20,316,77,221,12106,298.0,
kenett,48,20,217,176,257,12070,433.0,
fe,48,20,55,338,0,12327,338.0,
rw,48,21,380,13,556,11771,569.0,
goni,48,21,321,72,224,12103,296.0,
kenett,48,21,222,171,252,12075,423.0,
fe,48,21,57,336,0,12327,336.0,
rw,48,22,380,13,576,11751,589.0,
goni,48,22,323,70,227,12100,297.0,
kenett,48,22,223,170,251,12076,421.0,
fe,48,22,59,334,0,12327,334.0,
rw,48,23,382,11,594,11733,605.0,
goni,48,23,328,65,239,12088,304.0,
kenett,48,23,230,163,244,12083,407.0,
fe,48,23,60,333,0,12327,333.0,
rw,48,24,382,11,615,11712,626.0,
goni,48,24,334,59,240,12087,299.0,
kenett,48,24,231,162,243,12084,405.0,
fe,48,24,63,330,0,12327,330.0,
rw,48,25,384,9,630,11697,639.0,
goni,48,25,342,51,248,12079,299.0,
kenett,48,25,238,155,236,12091,391.0,
fe,48,25,66,327,0,12327,327.0,
rw,48,26,385,8,651,11676,659.0,
goni,48,26,344,49,261,12066,310.0,
kenett,48,26,234,159,240,12087,399.0,
fe,48,26,68,325,0,12327,325.0,
rw,48,27,389,4,672,11655,676.0,
goni,48,27,351,42,268,12059,310.0,
kenett,48,27,245,148,229,12098,377.0,
fe,48,27,70,323,0,12327,323.0,
rw,48,28,389,4,700,11627,704.0,
goni,48,28,349,44,285,12042,329.0,
kenett,48,28,237,156,237,12090,393.0,
fe,48,28,73,320,0,12327,320.0,
rw,48,29,389,4,722,11605,726.0,
goni,48,29,353,40,283,12044,323.0,
kenett,48,29,245,148,229,12098,377.0,
fe,48,29,76,317,0,12327,317.0,
rw,48,30,390,3,746,11581,749.0,
goni,48,30,352,41,289,12038,330.0,
kenett,48,30,242,151,232,12095,383.0,
fe,48,30,79,314,0,12327,314.0,
rw,48,31,390,3,770,11557,773.0,
goni,48,31,358,35,302,12025,337.0,
kenett,48,31,239,154,235,12092,389.0,
fe,48,31,82,311,0,12327,311.0,
rw,48,32,390,3,797,11530,800.0,
goni,48,32,360,33,306,12021,339.0,
kenett,48,32,248,145,226,12101,371.0,
fe,48,32,84,309,0,12327,309.0,
rw,48,33,390,3,811,11516,814.0,
goni,48,33,366,27,312,12015,339.0,
kenett,48,33,248,145,226,12101,371.0,
fe,48,33,87,306,0,12327,306.0,
rw,48,34,390,3,832,11495,835.0,
goni,48,34,368,25,318,12009,343.0,
kenett,48,34,254,139,220,12107,359.0,
fe,48,34,90,303,0,12327,303.0,
rw,48,35,391,2,848,11479,850.0,
goni,48,35,369,24,328,11999,352.0,
kenett,48,35,248,145,226,12101,371.0,
fe,48,35,93,300,0,12327,300.0,
rw,48,36,392,1,864,11463,865.0,
goni,48,36,369,24,329,11998,353.0,
kenett,48,36,259,134,215,12112,349.0,
fe,48,36,96,297,0,12327,297.0,
rw,48,37,392,1,880,11447,881.0,
goni,48,37,371,22,331,11996,353.0,
kenett,48,37,258,135,216,12111,351.0,
fe,48,37,97,296,0,12327,296.0,
rw,48,38,392,1,904,11423,905.0,
goni,48,38,373,20,332,11995,352.0,
kenett,48,38,250,143,224,12103,367.0,
fe,48,38,99,294,0,12327,294.0,
rw,48,39,392,1,925,11402,926.0,
goni,48,39,375,18,338,11989,356.0,
kenett,48,39,250,143,224,12103,367.0,
fe,48,39,102,291,0,12327,291.0,
rw,48,40,392,1,938,11389,939.0,
goni,48,40,374,19,350,11977,369.0,
kenett,48,40,251,142,223,12104,365.0,
fe,48,40,105,288,0,12327,288.0,
rw,48,41,392,1,957,11370,958.0,
goni,48,41,375,18,358,11969,376.0,
kenett,48,41,254,139,220,12107,359.0,
fe,48,41,106,287,0,12327,287.0,
rw,48,42,392,1,975,11352,976.0,
goni,48,42,375,18,374,11953,392.0,
kenett,48,42,265,128,209,12118,337.0,
fe,48,42,107,286,0,12327,286.0,
rw,48,43,392,1,995,11332,996.0,
goni,48,43,375,18,379,11948,397.0,
kenett,48,43,270,123,204,12123,327.0,
fe,48,43,110,283,0,12327,283.0,
rw,48,44,392,1,1008,11319,1009.0,
goni,48,44,376,17,389,11938,406.0,
kenett,48,44,268,125,206,12121,331.0,
fe,48,44,113,280,0,12327,280.0,
rw,48,45,392,1,1028,11299,1029.0,
goni,48,45,376,17,404,11923,421.0,
kenett,48,45,274,119,200,12127,319.0,
fe,48,45,116,277,0,12327,277.0,
rw,48,46,392,1,1042,11285,1043.0,
goni,48,46,377,16,405,11922,421.0,
kenett,48,46,269,124,205,12122,329.0,
fe,48,46,118,275,0,12327,275.0,
rw,48,47,392,1,1058,11269,1059.0,
goni,48,47,377,16,415,11912,431.0,
kenett,48,47,265,128,209,12118,337.0,
fe,48,47,121,272,0,12327,272.0,
rw,48,48,392,1,1067,11260,1068.0,
goni,48,48,378,15,416,11911,431.0,
kenett,48,48,269,124,205,12122,329.0,
fe,48,48,124,269,0,12327,269.0,
rw,48,49,392,1,1094,11233,1095.0,
goni,48,49,380,13,415,11912,428.0,
kenett,48,49,268,125,206,12121,331.0,
fe,48,49,126,267,0,12327,267.0,
rw,48,50,392,1,1112,11215,1113.0,
goni,48,50,383,10,416,11911,426.0,
kenett,48,50,271,122,203,12124,325.0,
fe,48,50,129,264,0,12327,264.0,
rw,49,1,74,319,25,12302,344.0,
goni,49,1,5,388,2,12325,390.0,
kenett,49,1,14,379,226,12101,605.0,
fe,49,1,3,390,0,12327,390.0,
rw,49,2,131,262,52,12275,314.0,
goni,49,2,34,359,6,12321,365.0,
kenett,49,2,17,376,349,11978,725.0,
fe,49,2,6,387,0,12327,387.0,
rw,49,3,185,208,70,12257,278.0,
goni,49,3,75,318,14,12313,332.0,
kenett,49,3,21,372,384,11943,756.0,
fe,49,3,9,384,0,12327,384.0,
rw,49,4,221,172,105,12222,277.0,
goni,49,4,100,293,30,12297,323.0,
kenett,49,4,15,378,417,11910,795.0,
fe,49,4,12,381,0,12327,381.0,
rw,49,5,244,149,135,12192,284.0,
goni,49,5,123,270,38,12289,308.0,
kenett,49,5,22,371,428,11899,799.0,
fe,49,5,15,378,0,12327,378.0,
rw,49,6,267,126,164,12163,290.0,
goni,49,6,146,247,52,12275,299.0,
kenett,49,6,21,372,432,11895,804.0,
fe,49,6,18,375,0,12327,375.0,
rw,49,7,289,104,190,12137,294.0,
goni,49,7,177,216,62,12265,278.0,
kenett,49,7,21,372,435,11892,807.0,
fe,49,7,21,372,0,12327,372.0,
rw,49,8,301,92,227,12100,319.0,
goni,49,8,188,205,72,12255,277.0,
kenett,49,8,13,380,449,11878,829.0,
fe,49,8,24,369,0,12327,369.0,
rw,49,9,314,79,261,12066,340.0,
goni,49,9,199,194,79,12248,273.0,
kenett,49,9,18,375,447,11880,822.0,
fe,49,9,27,366,0,12327,366.0,
rw,49,10,327,66,291,12036,357.0,
goni,49,10,214,179,98,12229,277.0,
kenett,49,10,17,376,454,11873,830.0,
fe,49,10,30,363,0,12327,363.0,
rw,49,11,339,54,316,12011,370.0,
goni,49,11,236,157,107,12220,264.0,
kenett,49,11,187,206,287,12040,493.0,
fe,49,11,33,360,0,12327,360.0,
rw,49,12,348,45,352,11975,397.0,
goni,49,12,254,139,125,12202,264.0,
kenett,49,12,202,191,272,12055,463.0,
fe,49,12,36,357,0,12327,357.0,
rw,49,13,354,39,371,11956,410.0,
goni,49,13,270,123,125,12202,248.0,
kenett,49,13,207,186,267,12060,453.0,
fe,49,13,39,354,0,12327,354.0,
rw,49,14,360,33,393,11934,426.0,
goni,49,14,282,111,132,12195,243.0,
kenett,49,14,199,194,275,12052,469.0,
fe,49,14,42,351,0,12327,351.0,
rw,49,15,368,25,423,11904,448.0,
goni,49,15,288,105,136,12191,241.0,
kenett,49,15,206,187,268,12059,455.0,
fe,49,15,44,349,0,12327,349.0,
rw,49,16,369,24,453,11874,477.0,
goni,49,16,292,101,153,12174,254.0,
kenett,49,16,213,180,261,12066,441.0,
fe,49,16,47,346,0,12327,346.0,
rw,49,17,370,23,477,11850,500.0,
goni,49,17,300,93,157,12170,250.0,
kenett,49,17,223,170,251,12076,421.0,
fe,49,17,50,343,0,12327,343.0,
rw,49,18,374,19,501,11826,520.0,
goni,49,18,309,84,166,12161,250.0,
kenett,49,18,222,171,252,12075,423.0,
fe,49,18,51,342,0,12327,342.0,
rw,49,19,377,16,520,11807,536.0,
goni,49,19,312,81,162,12165,243.0,
kenett,49,19,218,175,256,12071,431.0,
fe,49,19,54,339,0,12327,339.0,
rw,49,20,379,14,535,11792,549.0,
goni,49,20,319,74,183,12144,257.0,
kenett,49,20,230,163,244,12083,407.0,
fe,49,20,56,337,0,12327,337.0,
rw,49,21,384,9,552,11775,561.0,
goni,49,21,320,73,194,12133,267.0,
kenett,49,21,225,168,249,12078,417.0,
fe,49,21,59,334,0,12327,334.0,
rw,49,22,386,7,578,11749,585.0,
goni,49,22,330,63,206,12121,269.0,
kenett,49,22,229,164,245,12082,409.0,
fe,49,22,62,331,0,12327,331.0,
rw,49,23,386,7,599,11728,606.0,
goni,49,23,336,57,217,12110,274.0,
kenett,49,23,235,158,239,12088,397.0,
fe,49,23,64,329,0,12327,329.0,
rw,49,24,387,6,618,11709,624.0,
goni,49,24,344,49,224,12103,273.0,
kenett,49,24,247,146,227,12100,373.0,
fe,49,24,67,326,0,12327,326.0,
rw,49,25,387,6,640,11687,646.0,
goni,49,25,346,47,225,12102,272.0,
kenett,49,25,247,146,227,12100,373.0,
fe,49,25,70,323,0,12327,323.0,
rw,49,26,387,6,665,11662,671.0,
goni,49,26,351,42,232,12095,274.0,
kenett,49,26,246,147,228,12099,375.0,
fe,49,26,73,320,0,12327,320.0,
rw,49,27,387,6,684,11643,690.0,
goni,49,27,351,42,236,12091,278.0,
kenett,49,27,241,152,233,12094,385.0,
fe,49,27,76,317,0,12327,317.0,
rw,49,28,387,6,707,11620,713.0,
goni,49,28,356,37,249,12078,286.0,
kenett,49,28,243,150,231,12096,381.0,
fe,49,28,78,315,0,12327,315.0,
rw,49,29,388,5,724,11603,729.0,
goni,49,29,358,35,251,12076,286.0,
kenett,49,29,245,148,229,12098,377.0,
fe,49,29,81,312,0,12327,312.0,
rw,49,30,390,3,741,11586,744.0,
goni,49,30,361,32,263,12064,295.0,
kenett,49,30,252,141,222,12105,363.0,
fe,49,30,84,309,0,12327,309.0,
rw,49,31,391,2,758,11569,760.0,
goni,49,31,362,31,270,12057,301.0,
kenett,49,31,257,136,217,12110,353.0,
fe,49,31,86,307,0,12327,307.0,
rw,49,32,392,1,784,11543,785.0,
goni,49,32,357,36,282,12045,318.0,
kenett,49,32,253,140,221,12106,361.0,
fe,49,32,89,304,0,12327,304.0,
rw,49,33,392,1,804,11523,805.0,
goni,49,33,360,33,289,12038,322.0,
kenett,49,33,251,142,223,12104,365.0,
fe,49,33,91,302,0,12327,302.0,
rw,49,34,392,1,822,11505,823.0,
goni,49,34,362,31,286,12041,317.0,
kenett,49,34,251,142,223,12104,365.0,
fe,49,34,94,299,0,12327,299.0,
rw,49,35,392,1,841,11486,842.0,
goni,49,35,363,30,300,12027,330.0,
kenett,49,35,251,142,223,12104,365.0,
fe,49,35,96,297,0,12327,297.0,
rw,49,36,392,1,854,11473,855.0,
goni,49,36,368,25,295,12032,320.0,
kenett,49,36,258,135,216,12111,351.0,
fe,49,36,98,295,0,12327,295.0,
rw,49,37,392,1,869,11458,870.0,
goni,49,37,372,21,309,12018,330.0,
kenett,49,37,258,135,216,12111,351.0,
fe,49,37,100,293,0,12327,293.0,
rw,49,38,392,1,894,11433,895.0,
goni,49,38,373,20,315,12012,335.0,
kenett,49,38,258,135,216,12111,351.0,
fe,49,38,101,292,0,12327,292.0,
rw,49,39,392,1,912,11415,913.0,
goni,49,39,375,18,321,12006,339.0,
kenett,49,39,262,131,212,12115,343.0,
fe,49,39,104,289,0,12327,289.0,
rw,49,40,392,1,939,11388,940.0,
goni,49,40,377,16,327,12000,343.0,
kenett,49,40,260,133,214,12113,347.0,
fe,49,40,106,287,0,12327,287.0,
rw,49,41,392,1,956,11371,957.0,
goni,49,41,377,16,331,11996,347.0,
kenett,49,41,261,132,213,12114,345.0,
fe,49,41,109,284,0,12327,284.0,
rw,49,42,392,1,978,11349,979.0,
goni,49,42,378,15,337,11990,352.0,
kenett,49,42,265,128,209,12118,337.0,
fe,49,42,111,282,0,12327,282.0,
rw,49,43,392,1,1001,11326,1002.0,
goni,49,43,378,15,339,11988,354.0,
kenett,49,43,266,127,208,12119,335.0,
fe,49,43,114,279,0,12327,279.0,
rw,49,44,392,1,1015,11312,1016.0,
goni,49,44,379,14,350,11977,364.0,
kenett,49,44,266,127,208,12119,335.0,
fe,49,44,116,277,0,12327,277.0,
rw,49,45,392,1,1025,11302,1026.0,
goni,49,45,377,16,353,11974,369.0,
kenett,49,45,269,124,205,12122,329.0,
fe,49,45,119,274,0,12327,274.0,
rw,49,46,392,1,1042,11285,1043.0,
goni,49,46,380,13,363,11964,376.0,
kenett,49,46,273,120,201,12126,321.0,
fe,49,46,121,272,0,12327,272.0,
rw,49,47,393,0,1054,11273,1054.0,
goni,49,47,381,12,363,11964,375.0,
kenett,49,47,271,122,203,12124,325.0,
fe,49,47,124,269,0,12327,269.0,
rw,49,48,393,0,1065,11262,1065.0,
goni,49,48,381,12,365,11962,377.0,
kenett,49,48,268,125,206,12121,331.0,
fe,49,48,126,267,0,12327,267.0,
rw,49,49,393,0,1073,11254,1073.0,
goni,49,49,382,11,381,11946,392.0,
kenett,49,49,268,125,206,12121,331.0,
fe,49,49,127,266,0,12327,266.0,
rw,49,50,393,0,1092,11235,1092.0,
goni,49,50,383,10,389,11938,399.0,
kenett,49,50,270,123,204,12123,327.0,
fe,49,50,129,264,0,12327,264.0,
chan,0,1,67,326,22,12305,348.0,0
chan,0,2,100,293,35,12292,328.0,0
chan,0,3,122,271,48,12279,319.0,0
chan,0,4,123,270,64,12263,334.0,0
chan,0,5,126,267,69,12258,336.0,0
chan,0,6,118,275,60,12267,335.0,0
chan,0,7,123,270,51,12276,321.0,0
chan,0,8,129,264,40,12287,304.0,0
chan,0,9,128,265,43,12284,308.0,0
chan,0,10,133,260,38,12289,298.0,0
chan,0,11,130,263,41,12286,304.0,0
chan,0,12,136,257,35,12292,292.0,0
chan,0,13,137,256,27,12300,283.0,0
chan,0,14,136,257,27,12300,284.0,0
chan,0,15,137,256,29,12298,285.0,0
chan,0,16,139,254,27,12300,281.0,0
chan,0,17,142,251,24,12303,275.0,0
chan,0,18,146,247,19,12308,266.0,0
chan,0,19,144,249,19,12308,268.0,0
chan,0,20,142,251,19,12308,270.0,0
chan,0,21,144,249,16,12311,265.0,0
chan,0,22,145,248,14,12313,262.0,0
chan,0,23,146,247,13,12314,260.0,0
chan,0,24,148,245,12,12315,257.0,0
chan,0,25,146,247,13,12314,260.0,0
chan,0,26,150,243,10,12317,253.0,0
chan,0,27,150,243,9,12318,252.0,0
chan,0,28,150,243,9,12318,252.0,0
chan,0,29,150,243,9,12318,252.0,0
chan,0,30,150,243,9,12318,252.0,0
chan,0,31,148,245,11,12316,256.0,0
chan,0,32,151,242,8,12319,250.0,0
chan,0,33,150,243,9,12318,252.0,0
chan,0,34,151,242,8,12319,250.0,0
chan,0,35,151,242,8,12319,250.0,0
chan,0,36,151,242,8,12319,250.0,0
chan,0,37,151,242,8,12319,250.0,0
chan,0,38,151,242,8,12319,250.0,0
chan,0,39,151,242,8,12319,250.0,0
chan,0,40,150,243,9,12318,252.0,0
chan,0,41,152,241,8,12319,249.0,0
chan,0,42,150,243,9,12318,252.0,0
chan,0,43,150,243,9,12318,252.0,0
chan,0,44,150,243,9,12318,252.0,0
chan,0,45,151,242,8,12319,250.0,0
chan,0,46,151,242,8,12319,250.0,0
chan,0,47,152,241,7,12320,248.0,0
chan,0,48,152,241,7,12320,248.0,0
chan,0,49,152,241,7,12320,248.0,0
chan,0,50,153,240,6,12321,246.0,0
chan,1,1,58,335,27,12300,362.0,150
chan,1,2,89,304,48,12279,352.0,150
chan,1,3,100,293,67,12260,360.0,150
chan,1,4,111,282,83,12244,365.0,150
chan,1,5,119,274,86,12241,360.0,150
chan,1,6,120,273,88,12239,361.0,150
chan,1,7,120,273,74,12253,347.0,150
chan,1,8,121,272,67,12260,339.0,150
chan,1,9,124,269,66,12261,335.0,150
chan,1,10,127,266,60,12267,326.0,150
chan,1,11,125,268,63,12264,331.0,150
chan,1,12,131,262,61,12266,323.0,150
chan,1,13,130,263,55,12272,318.0,150
chan,1,14,131,262,45,12282,307.0,150
chan,1,15,134,259,35,12292,294.0,150
chan,1,16,133,260,35,12292,295.0,150
chan,1,17,135,258,31,12296,289.0,150
chan,1,18,137,256,30,12297,286.0,150
