method,simnum,subjects,hit,miss,fa,cr,cost,startseed
chan,11,25,146,247,15,12312,262,1650
chan,11,26,146,247,15,12312,262,1650
chan,11,27,146,247,14,12313,261,1650
chan,11,28,146,247,14,12313,261,1650
chan,11,29,147,246,13,12314,259,1650
chan,11,30,150,243,10,12317,253,1650
chan,11,31,150,243,9,12318,252,1650
chan,11,32,152,241,8,12319,249,1650
chan,11,33,152,241,7,12320,248,1650
chan,11,34,153,240,6,12321,246,1650
chan,11,35,152,241,7,12320,248,1650
chan,11,36,153,240,6,12321,246,1650
chan,11,37,154,239,5,12322,244,1650
chan,11,38,154,239,5,12322,244,1650
chan,11,39,153,240,6,12321,246,1650
chan,11,40,153,240,6,12321,246,1650
chan,11,41,153,240,6,12321,246,1650
chan,11,42,153,240,6,12321,246,1650
chan,11,43,154,239,5,12322,244,1650
chan,11,44,154,239,5,12322,244,1650
chan,11,45,154,239,5,12322,244,1650
chan,11,46,154,239,5,12322,244,1650
chan,11,47,154,239,5,12322,244,1650
chan,11,48,154,239,5,12322,244,1650
chan,11,49,154,239,6,12321,245,1650
chan,11,50,154,239,6,12321,245,1650
chan,12,1,50,343,30,12297,373,1800
chan,12,2,82,311,47,12280,358,1800
chan,12,3,91,302,67,12260,369,1800
chan,12,4,111,282,75,12252,357,1800
chan,12,5,119,274,62,12265,336,1800
chan,12,6,124,269,64,12263,333,1800
chan,12,7,127,266,68,12259,334,1800
chan,12,8,130,263,59,12268,322,1800
chan,12,9,125,268,60,12267,328,1800
chan,12,10,125,268,55,12272,323,1800
chan,12,11,131,262,47,12280,309,1800
chan,12,12,131,262,40,12287,302,1800
chan,12,13,132,261,40,12287,301,1800
chan,12,14,131,262,38,12289,300,1800
chan,12,15,131,262,37,12290,299,1800
chan,12,16,136,257,30,12297,287,1800
chan,12,17,138,255,28,12299,283,1800
chan,12,18,140,253,30,12297,283,1800
chan,12,19,141,252,29,12298,281,1800
chan,12,20,143,250,24,12303,274,1800
chan,12,21,142,251,24,12303,275,1800
chan,12,22,143,250,22,12305,272,1800
chan,12,23,142,251,22,12305,273,1800
chan,12,24,143,250,21,12306,271,1800
chan,12,25,143,250,21,12306,271,1800
chan,12,26,144,249,23,12304,272,1800
chan,12,27,147,246,19,12308,265,1800
chan,12,28,144,249,18,12309,267,1800
chan,12,29,146,247,18,12309,265,1800
chan,12,30,145,248,17,12310,265,1800
chan,12,31,146,247,18,12309,265,1800
chan,12,32,149,244,16,12311,260,1800
chan,12,33,148,245,16,12311,261,1800
chan,12,34,148,245,16,12311,261,1800
chan,12,35,146,247,18,12309,265,1800
chan,12,36,146,247,16,12311,263,1800
chan,12,37,146,247,16,12311,263,1800
chan,12,38,146,247,17,12310,264,1800
chan,12,39,147,246,16,12311,262,1800
chan,12,40,147,246,15,12312,261,1800
chan,12,41,147,246,15,12312,261,1800
chan,12,42,147,246,16,12311,262,1800
chan,12,43,146,247,17,12310,264,1800
chan,12,44,146,247,17,12310,264,1800
chan,12,45,147,246,15,12312,261,1800
chan,12,46,147,246,15,12312,261,1800
chan,12,47,148,245,15,12312,260,1800
chan,12,48,148,245,15,12312,260,1800
chan,12,49,147,246,16,12311,262,1800
chan,12,50,148,245,14,12313,259,1800
chan,13,1,62,331,28,12299,359,1950
chan,13,2,77,316,43,12284,359,1950
chan,13,3,100,293,59,12268,352,1950
chan,13,4,122,271,63,12264,334,1950
chan,13,5,107,286,67,12260,353,1950
chan,13,6,114,279,63,12264,342,1950
chan,13,7,125,268,62,12265,330,1950
chan,13,8,120,273,57,12270,330,1950
chan,13,9,124,269,49,12278,318,1950
chan,13,10,125,268,47,12280,315,1950
chan,13,11,128,265,40,12287,305,1950
chan,13,12,129,264,37,12290,301,1950
chan,13,13,134,259,31,12296,290,1950
chan,13,14,137,256,28,12299,284,1950
chan,13,15,140,253,24,12303,277,1950
chan,13,16,141,252,24,12303,276,1950
chan,13,17,139,254,25,12302,279,1950
chan,13,18,137,256,26,12301,282,1950
chan,13,19,135,258,28,12299,286,1950
chan,13,20,139,254,24,12303,278,1950
chan,13,21,137,256,26,12301,282,1950
chan,13,22,140,253,21,12306,274,1950
chan,13,23,140,253,22,12305,275,1950
chan,13,24,144,249,19,12308,268,1950
chan,13,25,144,249,19,12308,268,1950
chan,13,26,147,246,15,12312,261,1950
chan,13,27,146,247,16,12311,263,1950
chan,13,28,148,245,14,12313,259,1950
chan,13,29,148,245,13,12314,258,1950
chan,13,30,148,245,14,12313,259,1950
chan,13,31,148,245,14,12313,259,1950
chan,13,32,147,246,13,12314,259,1950
chan,13,33,147,246,14,12313,260,1950
chan,13,34,149,244,11,12316,255,1950
chan,13,35,150,243,9,12318,252,1950
chan,13,36,149,244,11,12316,255,1950
chan,13,37,149,244,11,12316,255,1950
chan,13,38,151,242,8,12319,250,1950
chan,13,39,153,240,6,12321,246,1950
chan,13,40,153,240,6,12321,246,1950
chan,13,41,154,239,5,12322,244,1950
chan,13,42,154,239,5,12322,244,1950
chan,13,43,154,239,5,12322,244,1950
chan,13,44,154,239,5,12322,244,1950
chan,13,45,154,239,5,12322,244,1950
chan,13,46,154,239,5,12322,244,1950
chan,13,47,154,239,5,12322,244,1950
chan,13,48,153,240,6,12321,246,1950
chan,13,49,153,240,6,12321,246,1950
chan,13,50,154,239,5,12322,244,1950
chan,14,1,60,333,22,12305,355,2100
chan,14,2,108,285,34,12293,319,2100
chan,14,3,117,276,55,12272,331,2100
chan,14,4,122,271,75,12252,346,2100
chan,14,5,128,265,75,12252,340,2100
chan,14,6,128,265,71,12256,336,2100
chan,14,7,133,260,60,12267,320,2100
chan,14,8,135,258,51,12276,309,2100
chan,14,9,131,262,55,12272,317,2100
chan,14,10,137,256,44,12283,300,2100
chan,14,11,135,258,39,12288,297,2100
chan,14,12,131,262,43,12284,305,2100
chan,14,13,134,259,39,12288,298,2100
chan,14,14,135,258,39,12288,297,2100
chan,14,15,136,257,33,12294,290,2100
chan,14,16,139,254,32,12295,286,2100
chan,14,17,140,253,27,12300,280,2100
chan,14,18,140,253,25,12302,278,2100
chan,14,19,141,252,24,12303,276,2100
chan,14,20,141,252,25,12302,277,2100
chan,14,21,141,252,25,12302,277,2100
chan,14,22,143,250,24,12303,274,2100
chan,14,23,145,248,21,12306,269,2100
chan,14,24,148,245,19,12308,264,2100
chan,14,25,146,247,19,12308,266,2100
chan,14,26,146,247,18,12309,265,2100
chan,14,27,148,245,17,12310,262,2100
chan,14,28,149,244,13,12314,257,2100
chan,14,29,149,244,14,12313,258,2100
chan,14,30,149,244,14,12313,258,2100
chan,14,31,149,244,13,12314,257,2100
chan,14,32,149,244,14,12313,258,2100
chan,14,33,150,243,12,12315,255,2100
chan,14,34,148,245,14,12313,259,2100
chan,14,35,149,244,14,12313,258,2100
chan,14,36,148,245,14,12313,259,2100
chan,14,37,149,244,13,12314,257,2100
chan,14,38,149,244,12,12315,256,2100
chan,14,39,150,243,11,12316,254,2100
chan,14,40,150,243,11,12316,254,2100
chan,14,41,150,243,11,12316,254,2100
chan,14,42,151,242,10,12317,252,2100
chan,14,43,152,241,9,12318,250,2100
chan,14,44,152,241,9,12318,250,2100
chan,14,45,152,241,9,12318,250,2100
chan,14,46,152,241,9,12318,250,2100
chan,14,47,151,242,10,12317,252,2100
chan,14,48,151,242,10,12317,252,2100
chan,14,49,151,242,10,12317,252,2100
chan,14,50,153,240,8,12319,248,2100
chan,15,1,44,349,33,12294,382,2250
chan,15,2,88,305,52,12275,357,2250
chan,15,3,109,284,58,12269,342,2250
chan,15,4,114,279,64,12263,343,2250
chan,15,5,117,276,70,12257,346,2250
chan,15,6,126,267,72,12255,339,2250
chan,15,7,129,264,68,12259,332,2250
chan,15,8,120,273,75,12252,348,2250
chan,15,9,122,271,67,12260,338,2250
chan,15,10,121,272,59,12268,331,2250
chan,15,11,124,269,48,12279,317,2250
chan,15,12,125,268,51,12276,319,2250
chan,15,13,123,270,51,12276,321,2250
chan,15,14,127,266,47,12280,313,2250
chan,15,15,133,260,35,12292,295,2250
chan,15,16,133,260,33,12294,293,2250
chan,15,17,133,260,34,12293,294,2250
chan,15,18,135,258,32,12295,290,2250
chan,15,19,136,257,28,12299,285,2250
chan,15,20,135,258,31,12296,289,2250
chan,15,21,135,258,29,12298,287,2250
chan,15,22,138,255,26,12301,281,2250
chan,15,23,139,254,25,12302,279,2250
chan,15,24,142,251,21,12306,272,2250
chan,15,25,142,251,20,12307,271,2250
chan,15,26,141,252,21,12306,273,2250
chan,15,27,140,253,20,12307,273,2250
chan,15,28,140,253,21,12306,274,2250
chan,15,29,141,252,20,12307,272,2250
chan,15,30,143,250,18,12309,268,2250
chan,15,31,147,246,16,12311,262,2250
chan,15,32,148,245,14,12313,259,2250
chan,15,33,150,243,12,12315,255,2250
chan,15,34,150,243,12,12315,255,2250
chan,15,35,150,243,12,12315,255,2250
chan,15,36,151,242,11,12316,253,2250
chan,15,37,152,241,10,12317,251,2250
chan,15,38,152,241,10,12317,251,2250
chan,15,39,151,242,11,12316,253,2250
chan,15,40,150,243,12,12315,255,2250
chan,15,41,149,244,10,12317,254,2250
chan,15,42,151,242,8,12319,250,2250
chan,15,43,151,242,8,12319,250,2250
chan,15,44,151,242,8,12319,250,2250
chan,15,45,151,242,8,12319,250,2250
chan,15,46,151,242,8,12319,250,2250
chan,15,47,152,241,7,12320,248,2250
chan,15,48,153,240,6,12321,246,2250
chan,15,49,154,239,5,12322,244,2250
chan,15,50,154,239,5,12322,244,2250
chan,16,1,60,333,25,12302,358,2400
chan,16,2,90,303,49,12278,352,2400
chan,16,3,108,285,66,12261,351,2400
chan,16,4,121,272,67,12260,339,2400
chan,16,5,122,271,74,12253,345,2400
chan,16,6,119,274,74,12253,348,2400
chan,16,7,119,274,77,12250,351,2400
chan,16,8,125,268,69,12258,337,2400
chan,16,9,125,268,61,12266,329,2400
chan,16,10,121,272,59,12268,331,2400
chan,16,11,127,266,51,12276,317,2400
chan,16,12,127,266,50,12277,316,2400
chan,16,13,128,265,46,12281,311,2400
chan,16,14,126,267,44,12283,311,2400
chan,16,15,130,263,41,12286,304,2400
chan,16,16,133,260,34,12293,294,2400
chan,16,17,137,256,28,12299,284,2400
chan,16,18,136,257,28,12299,285,2400
chan,16,19,140,253,21,12306,274,2400
chan,16,20,139,254,22,12305,276,2400
chan,16,21,139,254,20,12307,274,2400
chan,16,22,144,249,16,12311,265,2400
chan,16,23,143,250,18,12309,268,2400
chan,16,24,146,247,15,12312,262,2400
chan,16,25,145,248,16,12311,264,2400
chan,16,26,147,246,13,12314,259,2400
chan,16,27,146,247,15,12312,262,2400
chan,16,28,149,244,10,12317,254,2400
chan,16,29,149,244,10,12317,254,2400
chan,16,30,148,245,11,12316,256,2400
chan,16,31,149,244,10,12317,254,2400
chan,16,32,148,245,11,12316,256,2400
chan,16,33,147,246,12,12315,258,2400
chan,16,34,149,244,10,12317,254,2400
chan,16,35,149,244,10,12317,254,2400
chan,16,36,150,243,10,12317,253,2400
chan,16,37,151,242,8,12319,250,2400
chan,16,38,151,242,8,12319,250,2400
chan,16,39,152,241,8,12319,249,2400
chan,16,40,152,241,7,12320,248,2400
chan,16,41,152,241,7,12320,248,2400
chan,16,42,153,240,6,12321,246,2400
chan,16,43,152,241,7,12320,248,2400
chan,16,44,151,242,8,12319,250,2400
chan,16,45,151,242,8,12319,250,2400
chan,16,46,151,242,8,12319,250,2400
chan,16,47,153,240,6,12321,246,2400
chan,16,48,153,240,6,12321,246,2400
chan,16,49,154,239,6,12321,245,2400
chan,16,50,154,239,6,12321,245,2400
chan,17,1,57,336,34,12293,370,2550
chan,17,2,92,301,47,12280,348,2550
chan,17,3,109,284,56,12271,340,2550
chan,17,4,130,263,59,12268,322,2550
chan,17,5,134,259,63,12264,322,2550
chan,17,6,135,258,55,12272,313,2550
chan,17,7,135,258,57,12270,315,2550
chan,17,8,136,257,50,12277,307,2550
chan,17,9,136,257,52,12275,309,2550
chan,17,10,138,255,41,12286,296,2550
chan,17,11,136,257,38,12289,295,2550
chan,17,12,136,257,36,12291,293,2550
chan,17,13,141,252,34,12293,286,2550
chan,17,14,137,256,31,12296,287,2550
chan,17,15,137,256,31,12296,287,2550
chan,17,16,136,257,29,12298,286,2550
chan,17,17,140,253,27,12300,280,2550
chan,17,18,142,251,24,12303,275,2550
chan,17,19,142,251,22,12305,273,2550
chan,17,20,144,249,24,12303,273,2550
chan,17,21,146,247,20,12307,267,2550
chan,17,22,146,247,16,12311,263,2550
chan,17,23,145,248,18,12309,266,2550
chan,17,24,148,245,15,12312,260,2550
chan,17,25,146,247,17,12310,264,2550
chan,17,26,146,247,16,12311,263,2550
chan,17,27,145,248,16,12311,264,2550
chan,17,28,147,246,14,12313,260,2550
chan,17,29,147,246,13,12314,259,2550
chan,17,30,148,245,13,12314,258,2550
chan,17,31,150,243,11,12316,254,2550
chan,17,32,149,244,11,12316,255,2550
chan,17,33,149,244,12,12315,256,2550
chan,17,34,150,243,11,12316,254,2550
chan,17,35,149,244,11,12316,255,2550
chan,17,36,149,244,12,12315,256,2550
chan,17,37,150,243,11,12316,254,2550
chan,17,38,151,242,9,12318,251,2550
chan,17,39,152,241,8,12319,249,2550
chan,17,40,152,241,8,12319,249,2550
chan,17,41,152,241,8,12319,249,2550
chan,17,42,152,241,8,12319,249,2550
chan,17,43,153,240,7,12320,247,2550
chan,17,44,154,239,7,12320,246,2550
chan,17,45,155,238,4,12323,242,2550
chan,17,46,155,238,4,12323,242,2550
chan,17,47,155,238,4,12323,242,2550
chan,17,48,155,238,4,12323,242,2550
chan,17,49,154,239,5,12322,244,2550
chan,17,50,153,240,6,12321,246,2550
chan,18,1,64,329,21,12306,350,2700
chan,18,2,102,291,41,12286,332,2700
chan,18,3,118,275,60,12267,335,2700
chan,18,4,122,271,75,12252,346,2700
chan,18,5,121,272,69,12258,341,2700
chan,18,6,124,269,65,12262,334,2700
chan,18,7,122,271,57,12270,328,2700
chan,18,8,130,263,55,12272,318,2700
chan,18,9,132,261,53,12274,314,2700
chan,18,10,132,261,51,12276,312,2700
chan,18,11,131,262,38,12289,300,2700
chan,18,12,132,261,42,12285,303,2700
chan,18,13,136,257,33,12294,290,2700
chan,18,14,137,256,31,12296,287,2700
chan,18,15,140,253,25,12302,278,2700
chan,18,16,136,257,27,12300,284,2700
chan,18,17,139,254,25,12302,279,2700
chan,18,18,142,251,25,12302,276,2700
chan,18,19,138,255,27,12300,282,2700
chan,18,20,137,256,29,12298,285,2700
chan,18,21,136,257,30,12297,287,2700
chan,18,22,144,249,21,12306,270,2700
chan,18,23,144,249,23,12304,272,2700
chan,18,24,144,249,22,12305,271,2700
chan,18,25,144,249,20,12307,269,2700
chan,18,26,142,251,22,12305,273,2700
chan,18,27,143,250,17,12310,267,2700
chan,18,28,145,248,18,12309,266,2700
chan,18,29,142,251,21,12306,272,2700
chan,18,30,145,248,18,12309,266,2700
chan,18,31,145,248,15,12312,263,2700
chan,18,32,146,247,14,12313,261,2700
chan,18,33,146,247,14,12313,261,2700
chan,18,34,147,246,13,12314,259,2700
chan,18,35,148,245,12,12315,257,2700
chan,18,36,147,246,13,12314,259,2700
chan,18,37,147,246,13,12314,259,2700
chan,18,38,147,246,14,12313,260,2700
chan,18,39,146,247,15,12312,262,2700
chan,18,40,146,247,15,12312,262,2700
chan,18,41,147,246,14,12313,260,2700
chan,18,42,147,246,14,12313,260,2700
chan,18,43,147,246,14,12313,260,2700
chan,18,44,149,244,12,12315,256,2700
chan,18,45,147,246,14,12313,260,2700
chan,18,46,148,245,13,12314,258,2700
chan,18,47,147,246,14,12313,260,2700
chan,18,48,148,245,13,12314,258,2700
chan,18,49,149,244,12,12315,256,2700
chan,18,50,149,244,12,12315,256,2700
chan,19,1,55,338,35,12292,373,2850
chan,19,2,82,311,49,12278,360,2850
chan,19,3,102,291,70,12257,361,2850
chan,19,4,110,283,74,12253,357,2850
chan,19,5,118,275,73,12254,348,2850
chan,19,6,112,281,81,12246,362,2850
chan,19,7,115,278,70,12257,348,2850
chan,19,8,118,275,66,12261,341,2850
chan,19,9,120,273,62,12265,335,2850
chan,19,10,121,272,59,12268,331,2850
chan,19,11,121,272,55,12272,327,2850
chan,19,12,128,265,42,12285,307,2850
chan,19,13,128,265,44,12283,309,2850
chan,19,14,129,264,35,12292,299,2850
chan,19,15,131,262,32,12295,294,2850
chan,19,16,136,257,27,12300,284,2850
chan,19,17,135,258,26,12301,284,2850
chan,19,18,136,257,25,12302,282,2850
chan,19,19,142,251,17,12310,268,2850
chan,19,20,143,250,16,12311,266,2850
chan,19,21,144,249,15,12312,264,2850
chan,19,22,145,248,15,12312,263,2850
chan,19,23,147,246,14,12313,260,2850
chan,19,24,144,249,15,12312,264,2850
chan,19,25,144,249,15,12312,264,2850
chan,19,26,143,250,16,12311,266,2850
chan,19,27,143,250,16,12311,266,2850
chan,19,28,143,250,16,12311,266,2850
chan,19,29,145,248,15,12312,263,2850
chan,19,30,146,247,13,12314,260,2850
chan,19,31,148,245,11,12316,256,2850
chan,19,32,145,248,14,12313,262,2850
chan,19,33,145,248,14,12313,262,2850
chan,19,34,148,245,11,12316,256,2850
chan,19,35,148,245,11,12316,256,2850
chan,19,36,148,245,11,12316,256,2850
chan,19,37,149,244,10,12317,254,2850
chan,19,38,151,242,8,12319,250,2850
chan,19,39,152,241,7,12320,248,2850
chan,19,40,152,241,7,12320,248,2850
chan,19,41,152,241,8,12319,249,2850
chan,19,42,151,242,8,12319,250,2850
chan,19,43,153,240,6,12321,246,2850
chan,19,44,156,237,4,12323,241,2850
chan,19,45,154,239,5,12322,244,2850
chan,19,46,155,238,4,12323,242,2850
chan,19,47,155,238,4,12323,242,2850
chan,19,48,155,238,4,12323,242,2850
chan,19,49,155,238,5,12322,243,2850
chan,19,50,154,239,5,12322,244,2850
chan,20,1,51,342,28,12299,370,3000
chan,20,2,83,310,47,12280,357,3000
chan,20,3,93,300,60,12267,360,3000
chan,20,4,101,292,80,12247,372,3000
chan,20,5,111,282,86,12241,368,3000
chan,20,6,124,269,69,12258,338,3000
chan,20,7,124,269,69,12258,338,3000
chan,20,8,120,273,68,12259,341,3000
chan,20,9,123,270,57,12270,327,3000
chan,20,10,120,273,59,12268,332,3000
chan,20,11,122,271,54,12273,325,3000
chan,20,12,124,269,52,12275,321,3000
chan,20,13,124,269,49,12278,318,3000
chan,20,14,126,267,43,12284,310,3000
chan,20,15,130,263,44,12283,307,3000
chan,20,16,134,259,38,12289,297,3000
chan,20,17,137,256,41,12286,297,3000
chan,20,18,136,257,40,12287,297,3000
chan,20,19,138,255,38,12289,293,3000
chan,20,20,139,254,34,12293,288,3000
chan,20,21,141,252,29,12298,281,3000
chan,20,22,142,251,26,12301,277,3000
chan,20,23,142,251,25,12302,276,3000
chan,20,24,141,252,26,12301,278,3000
chan,20,25,144,249,23,12304,272,3000
chan,20,26,143,250,23,12304,273,3000
chan,20,27,144,249,21,12306,270,3000
chan,20,28,145,248,20,12307,268,3000
chan,20,29,147,246,18,12309,264,3000
chan,20,30,147,246,16,12311,262,3000
chan,20,31,145,248,19,12308,267,3000
chan,20,32,146,247,18,12309,265,3000
chan,20,33,149,244,11,12316,255,3000
chan,20,34,150,243,10,12317,253,3000
chan,20,35,151,242,9,12318,251,3000
chan,20,36,151,242,8,12319,250,3000
chan,20,37,149,244,10,12317,254,3000
chan,20,38,151,242,8,12319,250,3000
chan,20,39,152,241,7,12320,248,3000
chan,20,40,153,240,6,12321,246,3000
chan,20,41,155,238,4,12323,242,3000
chan,20,42,154,239,5,12322,244,3000
chan,20,43,154,239,5,12322,244,3000
chan,20,44,153,240,7,12320,247,3000
chan,20,45,154,239,6,12321,245,3000
chan,20,46,155,238,4,12323,242,3000
chan,20,47,155,238,4,12323,242,3000
chan,20,48,156,237,3,12324,240,3000
chan,20,49,156,237,3,12324,240,3000
chan,20,50,156,237,3,12324,240,3000
chan,21,1,51,342,34,12293,376,3150
chan,21,2,89,304,54,12273,358,3150
chan,21,3,101,292,60,12267,352,3150
chan,21,4,111,282,64,12263,346,3150
chan,21,5,117,276,72,12255,348,3150
chan,21,6,122,271,68,12259,339,3150
chan,21,7,128,265,56,12271,321,3150
chan,21,8,124,269,55,12272,324,3150
chan,21,9,128,265,39,12288,304,3150
chan,21,10,130,263,39,12288,302,3150
chan,21,11,134,259,39,12288,298,3150
chan,21,12,131,262,36,12291,298,3150
chan,21,13,135,258,31,12296,289,3150
chan,21,14,137,256,28,12299,284,3150
chan,21,15,136,257,30,12297,287,3150
chan,21,16,135,258,31,12296,289,3150
chan,21,17,132,261,34,12293,295,3150
chan,21,18,135,258,31,12296,289,3150
chan,21,19,135,258,30,12297,288,3150
chan,21,20,140,253,26,12301,279,3150
chan,21,21,144,249,21,12306,270,3150
chan,21,22,144,249,21,12306,270,3150
chan,21,23,144,249,22,12305,271,3150
chan,21,24,144,249,22,12305,271,3150
chan,21,25,145,248,19,12308,267,3150
chan,21,26,145,248,19,12308,267,3150
chan,21,27,146,247,19,12308,266,3150
chan,21,28,147,246,16,12311,262,3150
chan,21,29,148,245,14,12313,259,3150
chan,21,30,147,246,15,12312,261,3150
chan,21,31,148,245,14,12313,259,3150
chan,21,32,150,243,10,12317,253,3150
chan,21,33,151,242,10,12317,252,3150
chan,21,34,152,241,9,12318,250,3150
chan,21,35,152,241,7,12320,248,3150
chan,21,36,151,242,10,12317,252,3150
chan,21,37,151,242,8,12319,250,3150
chan,21,38,153,240,7,12320,247,3150
chan,21,39,153,240,7,12320,247,3150
chan,21,40,153,240,6,12321,246,3150
chan,21,41,153,240,6,12321,246,3150
chan,21,42,153,240,6,12321,246,3150
chan,21,43,152,241,7,12320,248,3150
chan,21,44,153,240,6,12321,246,3150
chan,21,45,152,241,7,12320,248,3150
chan,21,46,152,241,7,12320,248,3150
chan,21,47,153,240,6,12321,246,3150
chan,21,48,153,240,6,12321,246,3150
chan,21,49,152,241,7,12320,248,3150
chan,21,50,153,240,6,12321,246,3150
chan,22,1,54,339,34,12293,373,3300
chan,22,2,80,313,55,12272,368,3300
chan,22,3,94,299,57,12270,356,3300
chan,22,4,103,290,58,12269,348,3300
chan,22,5,106,287,54,12273,341,3300
chan,22,6,116,277,52,12275,329,3300
chan,22,7,115,278,57,12270,335,3300
chan,22,8,120,273,55,12272,328,3300
chan,22,9,131,262,45,12282,307,3300
chan,22,10,128,265,46,12281,311,3300
chan,22,11,134,259,44,12283,303,3300
chan,22,12,136,257,44,12283,301,3300
chan,22,13,136,257,44,12283,301,3300
chan,22,14,134,259,35,12292,294,3300
chan,22,15,135,258,32,12295,290,3300
chan,22,16,137,256,31,12296,287,3300
chan,22,17,139,254,26,12301,280,3300
chan,22,18,138,255,26,12301,281,3300
chan,22,19,138,255,25,12302,280,3300
chan,22,20,141,252,21,12306,273,3300
chan,22,21,142,251,20,12307,271,3300
chan,22,22,142,251,20,12307,271,3300
chan,22,23,141,252,19,12308,271,3300
chan,22,24,142,251,18,12309,269,3300
chan,22,25,144,249,16,12311,265,3300
chan,22,26,143,250,17,12310,267,3300
chan,22,27,145,248,15,12312,263,3300
chan,22,28,146,247,14,12313,261,3300
chan,22,29,147,246,13,12314,259,3300
chan,22,30,147,246,13,12314,259,3300
chan,22,31,146,247,14,12313,261,3300
chan,22,32,145,248,16,12311,264,3300
chan,22,33,147,246,14,12313,260,3300
chan,22,34,147,246,14,12313,260,3300
chan,22,35,147,246,13,12314,259,3300
chan,22,36,146,247,14,12313,261,3300
chan,22,37,146,247,14,12313,261,3300
chan,22,38,147,246,13,12314,259,3300
chan,22,39,147,246,13,12314,259,3300
chan,22,40,147,246,13,12314,259,3300
chan,22,41,147,246,13,12314,259,3300
chan,22,42,147,246,13,12314,259,3300
chan,22,43,147,246,13,12314,259,3300
chan,22,44,148,245,12,12315,257,3300
chan,22,45,149,244,12,12315,256,3300
chan,22,46,150,243,11,12316,254,3300
chan,22,47,150,243,10,12317,253,3300
chan,22,48,150,243,10,12317,253,3300
chan,22,49,151,242,9,12318,251,3300
chan,22,50,152,241,8,12319,249,3300
chan,23,1,60,333,28,12299,361,3450
chan,23,2,89,304,53,12274,357,3450
chan,23,3,104,289,67,12260,356,3450
chan,23,4,110,283,70,12257,353,3450
chan,23,5,112,281,65,12262,346,3450
chan,23,6,123,270,69,12258,339,3450
chan,23,7,127,266,57,12270,323,3450
chan,23,8,124,269,52,12275,321,3450
chan,23,9,125,268,42,12285,310,3450
chan,23,10,130,263,42,12285,305,3450
chan,23,11,133,260,40,12287,300,3450
chan,23,12,137,256,38,12289,294,3450
chan,23,13,138,255,33,12294,288,3450
chan,23,14,137,256,36,12291,292,3450
chan,23,15,137,256,30,12297,286,3450
chan,23,16,140,253,28,12299,281,3450
chan,23,17,141,252,27,12300,279,3450
chan,23,18,143,250,26,12301,276,3450
chan,23,19,145,248,22,12305,270,3450
chan,23,20,146,247,20,12307,267,3450
chan,23,21,146,247,20,12307,267,3450
chan,23,22,146,247,15,12312,262,3450
chan,23,23,148,245,14,12313,259,3450
chan,23,24,149,244,13,12314,257,3450
chan,23,25,151,242,11,12316,253,3450
chan,23,26,150,243,12,12315,255,3450
chan,23,27,150,243,10,12317,253,3450
chan,23,28,151,242,9,12318,251,3450
chan,23,29,149,244,13,12314,257,3450
chan,23,30,150,243,9,12318,252,3450
chan,23,31,151,242,9,12318,251,3450
chan,23,32,151,242,9,12318,251,3450
chan,23,33,151,242,9,12318,251,3450
chan,23,34,151,242,9,12318,251,3450
chan,23,35,149,244,10,12317,254,3450
chan,23,36,151,242,8,12319,250,3450
chan,23,37,151,242,8,12319,250,3450
chan,23,38,151,242,8,12319,250,3450
chan,23,39,151,242,8,12319,250,3450
chan,23,40,151,242,8,12319,250,3450
chan,23,41,153,240,6,12321,246,3450
chan,23,42,154,239,5,12322,244,3450
chan,23,43,154,239,5,12322,244,3450
chan,23,44,154,239,5,12322,244,3450
chan,23,45,154,239,5,12322,244,3450
chan,23,46,155,238,4,12323,242,3450
chan,23,47,155,238,4,12323,242,3450
chan,23,48,155,238,4,12323,242,3450
chan,23,49,155,238,5,12322,243,3450
chan,23,50,155,238,5,12322,243,3450
chan,24,1,65,328,25,12302,353,3600
chan,24,2,104,289,47,12280,336,3600
chan,24,3,113,280,57,12270,337,3600
chan,24,4,119,274,59,12268,333,3600
chan,24,5,130,263,63,12264,326,3600
chan,24,6,133,260,63,12264,323,3600
chan,24,7,136,257,61,12266,318,3600
chan,24,8,132,261,57,12270,318,3600
chan,24,9,126,267,52,12275,319,3600
chan,24,10,127,266,47,12280,313,3600
chan,24,11,127,266,46,12281,312,3600
chan,24,12,129,264,40,12287,304,3600
chan,24,13,131,262,36,12291,298,3600
chan,24,14,129,264,39,12288,303,3600
chan,24,15,133,260,33,12294,293,3600
chan,24,16,133,260,31,12296,291,3600
chan,24,17,133,260,32,12295,292,3600
chan,24,18,139,254,26,12301,280,3600
chan,24,19,141,252,18,12309,270,3600
chan,24,20,143,250,20,12307,270,3600
chan,24,21,145,248,16,12311,264,3600
chan,24,22,146,247,15,12312,262,3600
chan,24,23,149,244,15,12312,259,3600
chan,24,24,147,246,16,12311,262,3600
chan,24,25,145,248,16,12311,264,3600
chan,24,26,144,249,15,12312,264,3600
chan,24,27,147,246,14,12313,260,3600
chan,24,28,148,245,13,12314,258,3600
chan,24,29,146,247,13,12314,260,3600
chan,24,30,148,245,13,12314,258,3600
chan,24,31,148,245,11,12316,256,3600
chan,24,32,147,246,12,12315,258,3600
chan,24,33,148,245,11,12316,256,3600
chan,24,34,149,244,10,12317,254,3600
chan,24,35,150,243,9,12318,252,3600
chan,24,36,152,241,8,12319,249,3600
chan,24,37,153,240,7,12320,247,3600
chan,24,38,153,240,7,12320,247,3600
chan,24,39,152,241,8,12319,249,3600
