word,freq
skyscraper,0.78
skywriter,0.02
skywriting,0.14
slab,1.84
slack,5.92
slacken,0.1
slackness,0.04
slade,1.9
slag,0.76
slagheap,0.02
slake,0.06
slalom,0.06
slam,5.8
slammer,1.24
slander,1.25
slanderer,0.02
slanderous,0.24
slang,1.39
slant,1.14
slap,12.47
slapdash,0.08
slaphappy,0.1
slapper,0.1
slapstick,0.24
slash,2.39
slat,0.08
slate,3.24
slather,0.14
slattern,0.06
slaughter,5.45
slaughterer,0.04
slaughterhouse,1.25
slave,18.43
slaveholder,0.04
slaver,0.27
slavery,4.06
slavish,0.1
slaw,0.33
slay,2.14
slayer,2.82
sleaze,0.76
sleazebag,0.25
sleazy,2.18
sled,2.92
sledge,0.47
sledgehammer,0.88
sleek,0.84
sleep,227.94
sleeper,2.06
sleepiness,0.06
sleepless,1.35
sleeplessness,0.08
sleepover,1.45
sleepwalk,0.25
sleepwalker,0.22
sleepwear,0.02
sleepy,8.57
sleepyhead,0.53
sleet,0.65
sleety,0.02
sleeve,5.61
sleeveless,0.1
sleigh,3.27
sleight,0.49
slender,0.75
sleuth,0.2
sleuthhound,0.02
slew,1.31
slice,8.53
slicer,0.12
slick,6.86
slicker,0.82
slide,17.82
slider,0.39
slideshow,0.06
slight,10.18
slightly,11.29
slightness,0.02
slim,11.86
slime,2.76
slimy,3.12
sling,2.29
slinger,0.22
slingshot,1.39
slink,0.37
slinky,0.96
slip,25.88
slipcover,0.04
slipknot,0.14
slippage,0.12
slipper,2.22
slippery,4.41
slipshod,0.14
slipstream,2.82
slipup,0.16
slipway,0.04
slit,3.8
slither,0.22
slithery,0.12
sliver,0.45
slob,3.57
slobber,0.43
slobbery,0.1
slog,0.16
slogan,2.49
sloganeer,0.04
sloop,0.2
slop,1.84
slope,2.94
sloping,0.35
sloppiness,0.14
sloppy,5.88
slosh,0.12
slot,5.49
sloth,1.45
slothful,0.06
slothfulness,0.04
slotmachine,#N/A
slouch,0.63
slouchy,0.02
slough,0.67
slovenly,0.06
slow,76.02
slowdown,0.29
slowly,25.08
slowness,0.08
slowpoke,0.35
sludge,0.47
slug,4.96
slugabed,0.04
slugfest,0.06
slugger,1.1
sluggish,0.78
sluice,0.27
slum,1.27
slumber,2.75
slumberous,0.02
slumlord,0.18
slummy,0.04
slump,1.2
slur,0.47
slurp,0.43
slurry,0.04
slush,0.55
slushy,0.06
slut,11.35
slutty,2.14
sly,2.67
smack,9.51
smacker,0.04
small,124.96
smallish,0.27
smallness,0.04
smallpox,1.47
smalltime,0.18
smarmy,0.16
smart,96.25
smartass,0.71
smarten,0.57
smartness,0.1
smarty,0.59
smash,8.25
smasher,0.12
smashup,0.12
smattering,0.18
smear,2.18
smearcase,0.02
smell,83.14
smeller,0.06
smelly,4.14
smelt,1.02
smelter,0.08
smelting,0.18
smidge,0.33
smidgen,0.41
smilax,#N/A
smile,58
smiley,2.14
smirk,0.8
smite,0.57
smithereens,0.55
smock,0.49
smog,1.08
smoggy,0.12
smoke,65.43
smokehouse,0.35
smokeless,0.08
smoker,2.27
smokescreen,0.16
smokestack,0.18
smoking,26.16
smoky,0.67
smooch,0.47
smooches,0.02
smooth,18.27
smoothbore,0.02
smoothie,0.73
smoothness,0.12
smorgasbord,0.69
smother,1.18
smothery,0.02
smudge,1
smudgy,0.02
smug,2.39
smuggle,2
smuggler,1.22
smugness,0.18
smut,1.37
smutty,0.22
snack,9.14
snaffle,0.02
snafu,0.53
snafus,0.04
snag,1.9
snaggletooth,0.08
snail,1.76
snake,22.35
snakebite,0.31
snakelike,0.02
snakeroot,0.04
snakeskin,0.69
snaky,0.04
snap,17.39
snapdragon,0.02
snapper,0.67
snappish,0.35
snappishness,0.02
snappy,2.94
snapshot,1.04
snare,0.76
snarky,0.24
snarl,0.53
snatch,3.9
snatcher,0.47
snazzy,0.61
sneak,16.88
sneaker,0.69
sneakiness,0.04
sneaky,4.24
sneer,0.75
sneeze,2.94
sneezer,0.04
snick,0.02
snicker,0.29
snide,0.55
sniff,3.55
sniffer,0.33
sniffle,0.25
snifter,0.31
snigger,0.02
snip,2.12
snipe,0.35
sniper,4.35
snippet,0.1
snippety,0.04
snippy,0.92
snit,0.27
snitch,3.16
snitcher,0.04
snivel,0.1
snob,2.18
snobbery,0.2
snobbish,0.31
snobby,0.24
snood,0.06
snooker,0.27
snoop,2.49
snooper,0.06
snoopy,1.02
snoot,0.2
snooty,0.63
snooze,0.9
snoozer,0.04
snore,1.61
snorer,0.02
snorkel,0.61
snorkeler,0.04
snort,1.16
snot,2.12
snotty,1.27
snout,0.84
snow,31.35
snowball,1.39
snowberry,0.02
snowbird,0.02
snowboard,0.78
snowboarder,0.43
snowboarding,2.1
snowbound,0.14
snowcap,0.02
snowdrift,0.18
snowdrop,0.02
snowfall,0.39
snowflake,1.18
snowman,1.9
snowmobile,0.29
snowplow,0.39
snowshoe,0.04
snowstorm,0.86
snowsuit,0.12
snowy,1.06
snub,0.39
snuff,2
snuffbox,0.06
snug,1.43
snuggle,1.29
so,4244.16
soak,3.45
soap,15.2
soapbox,0.47
soapstone,0.04
soapwort,0.02
soapy,0.49
soar,1.53
soave,0.04
sob,1.51
sober,10.1
sobering,0.37
soberness,0.02
sobriety,0.65
sobriquet,0.02
soc,0.22
soccer,12.55
sociability,0.04
sociable,1
social,33.39
socialism,0.57
socialist,1.27
socialistic,0.06
socialite,0.43
socialization,0.2
socialize,0.96
societal,0.16
society,32.92
socioeconomic,0.16
sociological,0.27
sociologist,0.14
sociology,0.43
sociopath,1
sociopathic,0.27
sociopolitical,0.02
sock,8.98
socket,1.61
sockless,0.02
sod,1.84
soda,19.84
sodbuster,0.27
sodden,0.12
sodium,2.47
sodomite,0.25
sodomize,0.08
sodomy,0.37
soever,0.04
sofa,5.86
soft,32.02
softball,2.25
soften,1.49
softener,0.45
softheaded,0.06
softhearted,0.22
softie,0.31
softness,0.47
software,8.43
softwood,0.02
soggy,0.98
soil,7.78
soiree,0.75
sojourn,0.25
sojourner,0.06
solace,1.53
solar,4.63
solarium,0.43
solder,0.04
soldier,38.92
soldierly,0.1
soldiery,0.04
sole,5.25
solemn,2.2
solemnity,0.06
solemnize,0.02
solenoid,0.1
solicit,0.61
solicitation,0.88
solicitor,0.88
solicitous,0.14
solicitude,0.06
solid,19.57
solidarity,0.78
solidify,0.2
solidity,0.08
soliloquy,0.29
solipsism,0.12
solipsistic,0.08
solitaire,1.16
solitary,3.41
solitude,2
solo,8.55
soloist,0.2
solstice,0.31
soluble,0.16
solute,0.04
solution,15.82
solvable,0.04
solve,19.49
solvency,0.08
solvent,0.55
solver,0.27
somatic,0.12
somber,0.31
sombrero,0.27
some,1727.24
somebody,344.53
someday,33.84
somehow,45.29
someone,446.12
someplace,31.59
somersault,0.49
something,1500.16
sometime,33.31
sometimes,179
someway,0.08
somewhere,111.53
sommelier,0.12
somnambulant,0.02
somnambulism,0.02
somnambulistic,0.02
somnolent,0.02
son,410.76
sonar,4.14
sonata,0.63
song,93.69
songbird,0.24
songbook,0.06
songster,0.04
songstress,0.08
songwriter,0.98
songwriting,0.25
sonic,1.94
sonnet,0.76
sonogram,0.27
sonorous,0.04
soon,257.65
soot,1.08
sooth,0.22
soothe,1.29
soothing,2.25
soothsayer,0.12
soothsaying,0.02
sooty,0.1
sop,0.27
sophistic,#N/A
sophisticate,0.04
sophisticated,6.78
sophistication,0.96
sophistry,0.06
sophomore,2.86
sophomoric,0.22
soporific,0.18
sopping,0.22
soppy,0.12
soprano,2.65
sorbet,0.27
sorcerer,1.71
sorceress,0.35
sorcery,0.65
sordid,2.49
sordidness,0.04
sore,15
sorehead,0.02
soreness,0.1
sorghum,0.16
sorority,1.88
sorrel,0.41
sorrow,6.86
sorrowful,0.39
sorrowing,0.06
sorry,1167.96
sort,148.71
sorter,0.14
sortie,0.08
sot,0.25
soubise,0.04
soubrette,0.04
souffle,0.43
sough,#N/A
souk,0.02
soul,76.96
soulful,0.43
soulfulness,0.02
soulless,0.63
sound,143.39
sounder,0.12
soundings,0.12
soundness,0.04
soundproof,0.8
soundtrack,0.94
soup,25.2
soupcon,0.08
soupy,0.24
sour,5.82
sourball,0.1
source,28.18
sourdough,0.33
sourpuss,0.49
sousaphone,0.06
souse,0.31
south,64.47
southbound,0.78
southeast,3.27
southeasterly,0.02
southeastern,0.18
southerly,0.14
southern,11.61
southerner,0.22
southernmost,0.08
southpaw,0.51
southwest,3.43
southwester,0.1
southwesterly,0.04
southwestern,0.31
souvenir,4.71
sovereign,2.51
sovereignty,0.57
soviet,7.06
sow,1.92
sowbelly,0.14
soy,2.31
soya,0.16
soybean,0.49
spa,4.69
space,66.06
spacecraft,2.25
spaceman,1
spaceport,0.16
spacer,0.1
spaceship,3.69
spacesuit,0.12
spacing,0.55
spacious,1.14
spackle,0.18
spade,2.31
spades,2.61
spadework,0.06
spaghetti,5.92
spall,0.08
spam,1.16
span,1.98
spandex,0.73
spangle,0.08
spangled,0.24
spaniel,0.84
spank,3.39
spanker,0.06
spanking,1.82
spanner,0.18
spar,0.71
spare,30.84
sparerib,0.1
spareribs,0.43
spark,6.27
sparker,0.04
sparkle,1.67
sparkler,0.06
sparkling,2
sparkly,0.67
sparkplug,0.02
sparrow,2.61
sparrowgrass,0.02
sparse,0.22
spasm,1.1
spasmodic,0.06
spastic,0.61
spat,1.55
spate,0.2
spatial,0.57
spatter,1.18
spatula,1.1
spawn,1.82
spay,0.12
speak,187.18
speakeasy,0.67
speaker,6.9
speakerphone,0.88
spear,4.55
spearfish,0.24
spearhead,0.35
spearmint,0.12
spec,0.86
special,148.57
specialist,5.18
specialization,0.06
specialize,1.33
specialness,0.22
specialty,5.33
specie,0.08
species,13.65
specific,17.8
specification,0.16
specificity,0.1
specify,0.9
specimen,4.75
specious,0.22
speciousness,0.02
speck,1.86
speckled,0.39
specs,2.08
spectacle,2.57
spectacular,5.67
spectator,0.9
specter,0.33
spectral,0.63
spectrogram,0.02
spectrograph,0.14
spectrographic,0.08
spectrometer,0.16
spectrometry,0.06
spectroscope,0.04
spectroscopic,0.04
spectroscopy,0.12
spectrum,2.16
speculate,1.22
speculation,2.31
speculative,0.24
speculator,0.1
speculum,0.16
speech,38.04
speechify,0.02
speechless,1.75
speechmaker,0.08
speechmaking,0.1
speechwriter,0.12
speed,41.25
speedball,0.06
speedboat,0.53
speeder,0.18
speedometer,0.24
speedster,0.16
speedway,0.59
speedy,1.96
spell,36.65
spellbinder,0.04
spellbinding,0.14
spellbound,0.16
spellcheck,0.12
speller,0.33
spelling,5.02
spelunking,0.22
spend,93.27
spendable,0.02
spender,1.33
spendthrift,0.06
sperm,6.24
spermaceti,0.12
spermatogenesis,0.08
spermicidal,0.08
spew,0.47
sphenoid,0.12
sphere,2.47
spherical,0.18
spheroidal,#N/A
sphincter,1.12
sphinx,1.02
sphygmomanometer,0.02
spic,1.16
spice,5.29
spices,2.24
spick,0.1
spicy,3.31
spider,10.1
spiderweb,0.1
spidery,0.08
spiel,0.41
spiff,0.16
spiffy,0.69
spigot,0.29
spike,12.25
spiky,0.22
spill,8.47
spillage,0.14
spillover,0.06
spillway,0.2
spin,14.63
spinach,2.55
spinal,4.27
spindle,0.41
spindling,0.02
spindly,0.29
spine,5.75
spineless,0.86
spinelessness,0.02
spinet,0.04
spinnaker,0.2
spinner,0.88
spinney,0.04
spinningwheel,#N/A
spinout,0.06
spinster,0.96
spinsterhood,0.06
spinsterish,0.04
spiny,0.14
spiral,1.78
spire,0.1
spirit,49.35
spirited,1.22
spiritless,0.02
spirits,16.14
spiritual,8.88
spiritualism,0.29
spiritualist,0.22
spiritualistic,0.02
spirituality,0.9
spiritualize,0.02
spirituous,#N/A
spit,19.35
spitball,0.25
spite,7.61
spiteful,0.75
spitefulness,#N/A
spitfire,0.59
spittle,0.24
spittoon,0.41
splash,4.22
splashdown,0.18
splashy,0.16
splat,0.84
splatter,0.86
splay,0.08
spleen,2.57
spleeny,0.02
splendid,11.67
splendiferous,0.18
splendor,1.18
splenetic,#N/A
splenic,0.22
splice,0.39
splicer,0.02
splint,0.86
splinter,1.47
split,38.31
splitter,0.08
splotch,0.08
splotchy,0.02
splurge,0.37
splutter,0.02
spoil,11.63
spoiler,0.22
spoils,2.06
spoilsport,0.2
spoke,38.63
spokesman,1.18
spokesperson,0.9
spokeswoman,0.06
spoliation,0.02
sponge,6.71
sponger,0.08
spongiform,0.04
spongy,0.24
sponsor,5.35
sponsorship,0.43
spontaneity,0.82
spontaneous,4.18
spoof,0.24
spook,2.75
spooky,4.73
spool,0.51
spoon,7.61
spoonbill,0.02
spoonful,0.59
spoor,0.16
sporadic,0.27
spore,0.14
sporran,0.04
sport,19.9
sporting,3.12
sportive,0.06
sportscast,0.04
sportscaster,0.14
sportsman,0.69
sportsmanlike,0.08
sportsmanship,0.55
sportswear,0.37
sportswoman,0.04
sportswriter,0.71
sporty,0.75
spot,61.57
spotless,1.18
spotlight,2.9
spotter,0.94
spotty,0.63
spousal,0.51
spouse,1.9
spout,1.02
sprain,0.84
sprawl,0.14
sprawling,0.14
spray,9.65
sprayer,0.12
spread,31.29
spreader,0.69
spreadsheet,0.27
spree,2.14
sprig,0.24
spring,31.31
springboard,0.08
springbok,0.02
springtime,1.47
springy,0.1
sprinkle,1.45
sprinkler,0.92
sprint,0.71
sprinter,0.1
sprit,0.02
sprite,0.65
spritsail,0.02
sprocket,0.29
sprout,0.9
spruce,1.1
spry,0.63
spud,0.92
spumoni,0.14
spunk,1.33
spunky,0.63
spur,1.43
spurge,0.04
spurious,0.1
spurn,0.22
spurt,0.37
sputter,0.12
sputum,0.25
spy,20.06
spyglass,0.27
spyware,0.08
squab,0.37
squabble,0.45
squad,21.49
squadron,4.39
squalid,0.29
squall,0.39
squalor,0.29
squander,0.59
square,31.76
squash,4.37
squashy,0.04
squat,3.14
squatter,0.24
squatty,0.04
squaw,1.31
squawk,1.71
squawker,0.02
squeak,2.37
squeaker,0.27
squeaky,1.98
squeal,2.67
squealer,0.65
squeamish,0.88
squeegee,0.27
squeeze,15.08
squeezebox,0.08
squeezer,0.14
squelch,0.24
squelching,0.1
squelchy,0.02
squib,0.16
squid,2.76
squiggle,0.04
squiggly,0.31
squint,1
squinty,0.12
squire,3.08
squirm,0.82
squirmy,0.06
squirrel,5.47
squirt,2.75
squish,1.04
squishier,0.02
squishy,0.75
stab,8.76
stabber,0.08
stabile,0.04
stability,1.76
stabilization,0.14
stabilize,1.49
stabilizer,0.55
stable,13.2
stableman,0.02
staccato,0.16
stack,6.1
stadium,6.12
staff,32
staffer,0.24
staffing,0.27
stag,1.59
stage,45.57
stagecoach,1
stagecraft,0.02
stagehand,0.55
stagey,0.02
stagger,0.59
stagnant,0.27
stagnate,0.08
stagnation,0.1
stagy,0.04
staid,0.06
stain,6.2
stainable,0.02
stainless,0.73
stair,1.35
staircase,1.75
stairs,23.76
stairway,1.59
stairwell,2.12
stake,16.61
stakeout,1.96
stalagmite,0.02
stale,2.92
stalemate,0.47
stalk,1.69
stalker,3.71
stall,8.96
stallion,3.2
stalwart,0.43
stamen,0.08
stamina,1.59
stammer,0.27
stamp,5.92
stampede,1.33
stance,1.88
stanch,0.02
stanchion,0.04
stand,226.2
standard,18.43
standardization,0.04
standardize,0.06
standardized,0.78
standby,2.96
standee,0.04
standoff,0.69
standoffish,0.22
standout,0.16
standpipe,0.08
standpoint,1.33
standstill,0.51
standup,0.78
stanza,0.04
staph,0.49
staphylococcus,0.06
staple,1.12
stapler,0.86
star,81.35
starboard,6.55
starch,1.35
starchy,0.22
stardom,0.61
stardust,0.78
stare,9.96
starfish,0.75
stargaze,0.02
stargazer,0.04
stark,6.49
starless,0.04
starlet,0.59
starlight,1.59
starling,2.04
starlit,0.14
starry,0.73
starship,2.84
start,340.1
starter,2.73
startle,1.18
startling,1.37
startup,0.27
starvation,1.47
starve,6.16
starveling,#N/A
starving,16.96
stash,5.04
stasis,0.37
stat,2.8
state,107.84
statecraft,0.02
statehood,0.31
statehouse,0.12
stateless,0.14
stately,0.45
statement,29.24
stateroom,0.8
stateside,1.18
statesman,0.61
statesmanlike,0.02
statesmanship,0.12
statewide,0.29
static,4.98
station,79.08
stationary,0.96
stationery,1.37
stationmaster,0.16
statistic,0.61
statistical,0.9
statistician,0.02
statistics,3.27
statuary,0.06
statue,10.59
statuesque,0.18
statuette,0.08
stature,1.67
status,14.71
statute,1.9
statutory,0.92
staunch,0.35
stave,0.33
stay,515.65
staysail,0.04
stead,1.06
steadfast,0.43
steadfastness,0.16
steadiness,0.06
steady,22.71
steadying,0.08
steak,16.24
steakhouse,0.41
steal,53.33
stealer,0.24
stealth,2.78
stealthy,0.29
steam,13.45
steamboat,0.51
steamer,1.04
steaming,1.98
steamroll,0.08
steamroller,0.24
steamship,0.47
steamy,0.9
steed,2.55
steel,18.45
steelhead,0.12
steelmaking,0.02
steelworker,0.02
steely,0.27
steep,2.45
steeple,0.41
steeplechase,0.14
steeplechaser,0.04
steeplejack,0.02
steer,5.98
steerage,0.18
steerageway,0.02
steering,4.06
steeringwheel,#N/A
steersman,0.06
stegosaurus,0.1
stein,3.04
stele,0.06
stellar,0.8
stem,2.24
stemware,0.12
stench,2.22
stencil,0.18
steno,0.25
stenographer,0.8
stenographic,0.04
stenography,0.08
stenotype,0.02
stent,0.04
step,118.67
stepbrother,0.31
stepchild,0.14
stepdaughter,0.59
stepfather,2.96
stepladder,0.35
stepmother,4.24
stepparent,0.04
steppe,0.35
stepper,0.02
steppingstone,0.02
steps,24.69
stepsister,0.33
stepson,0.53
stepstool,0.04
stereo,5.96
stereochemistry,0.02
stereoisomerism,0.02
stereomicroscope,0.02
stereophonic,0.1
stereopticon,0.04
stereoscopic,0.06
stereoscopy,#N/A
stereotype,0.71
stereotyped,0.12
stereotypical,0.2
sterile,2.18
sterility,0.18
sterilization,0.33
sterilize,0.47
sterilizer,0.04
sterling,2.22
stern,6.41
sternal,0.59
sternness,0.02
sternum,0.8
steroid,0.39
steroids,2.55
stethoscope,0.94
stevedore,0.04
stew,6.43
steward,2.75
stewardess,3.16
stewardship,0.04
stewpot,0.04
stick,97.12
stickball,0.25
sticker,2.78
stickiness,0.06
stickler,0.9
stickman,0.04
stickpin,0.12
stickup,1.2
sticky,5.73
stiff,10.25
stiffen,0.2
stiffener,0.08
stiffness,0.18
stifle,0.29
stigma,0.53
stigmatic,0.02
stigmatism,0.02
stile,#N/A
stiletto,0.33
still,788.73
stillborn,0.29
stillness,0.43
stilly,0.06
stilt,0.04
stimulant,0.51
stimulate,1.37
stimulating,2.35
stimulation,1.37
stimulator,0.1
stimulatory,0.02
stimulus,0.51
sting,7.02
stinger,0.88
stinginess,0.06
stinging,0.9
stingy,1.24
stink,13.2
stinkbug,0.04
stinker,2.06
stinkpot,0.04
stinkweed,0.12
stinky,3.57
stint,0.75
stipend,0.43
stipple,0.02
stipulate,0.63
stipulation,0.18
stir,5.9
stirrer,0.08
stirrup,0.24
stitch,7.47
stitching,0.63
stoat,0.02
stock,25.49
stockade,1.45
stockbroker,1.06
stocker,0.04
stockholder,0.88
stocking,2.63
stockings,3.73
stockpile,0.41
stockpot,0.02
stockroom,0.55
stocktaking,0.02
stocky,0.18
stockyard,0.22
stodgy,0.16
stogie,0.35
stoic,0.41
stoical,0.06
stoicism,0.12
stoke,1.18
stokehold,0.02
stole,53.16
stolid,0.04
stolidity,#N/A
stoma,0.02
stomach,33.82
stomachache,1.06
stomacher,#N/A
stomp,2.67
stomper,0.22
stone,40.63
stonecutter,0.02
stonefish,0.02
stonemason,0.1
stonemasonry,0.02
stonewall,0.73
stoneware,0.04
stonework,0.02
stony,0.61
stooge,1.1
stool,3.51
stoolie,0.61
stoop,2.45
stop,707.27
stopgap,0.08
stoplight,0.31
stopover,0.39
stoppage,0.24
stopper,0.51
stopwatch,0.73
storable,0.02
storage,8.86
store,81.92
storefront,0.45
storehouse,0.31
storekeeper,0.33
storekeeping,0.02
storeroom,1.63
storewide,0.02
storied,0.08
stork,1.63
storm,30.86
storminess,0.02
stormy,1.45
story,220.78
storyboard,0.22
storybook,0.53
storyline,0.14
storyteller,0.53
storytelling,0.47
storywriter,0.02
stoup,0.02
stout,1.04
stouthearted,0.08
stoutness,0.02
stove,7.59
stovepipe,0.16
stow,1.25
stowaway,0.67
strabismus,0.02
straddle,0.51
strafe,0.1
straggle,0.02
straggler,0.24
straight,122.43
straightedge,0.04
straighten,11.2
straightforward,2
straightforwardness,0.02
straightjacket,0.14
straightness,0.02
strain,7.08
strainer,0.27
strait,0.18
straitjacket,0.82
straitlaced,0.02
strand,1.84
strange,86.43
strangeness,0.35
stranger,27
strangle,4.37
stranglehold,0.25
strangulation,0.96
strap,5.16
strapless,0.39
strapping,1
stratagem,0.22
strategic,2.59
strategist,0.41
strategize,0.24
strategy,9.45
stratification,0.02
stratosphere,0.47
stratospheric,0.04
stratum,0.04
stratus,0.02
straw,6.24
strawberry,5.53
stray,5.33
streak,5.78
streaker,0.06
streaky,0.12
stream,8.04
streamer,0.04
streamlet,0.24
streamline,0.51
streamlined,0.37
streamliner,0.24
street,148.18
streetcar,1.27
streetlamp,0.04
streetlight,0.49
streetwalker,0.24
streetwalking,0.06
streetwise,0.18
strength,36.92
strengthen,1.61
strenuous,0.59
strep,0.69
streptococcal,0.02
streptokinase,0.02
streptomycin,0.12
stress,15.61
stressful,2.51
stressor,0.25
stretch,14.67
stretcher,2.22
stretchy,0.37
strew,0.04
stria,0.1
striated,0.02
striation,0.04
striatum,0.02
stricken,1.47
strict,7.02
strictness,0.02
stricture,0.04
stride,2.1
strident,0.04
strider,0.16
strife,1.67
strike,45.57
strikebreaker,0.02
strikeout,0.39
striker,2.12
string,12.67
stringed,0.12
stringency,0.04
stringent,0.12
stringer,0.29
strings,8.2
stringy,0.41
strip,15.69
stripe,1.45
striped,1.71
striper,0.2
stripling,0.02
stripper,5.24
striptease,0.67
stripy,0.14
strive,1.31
strobe,0.33
stroboscope,0.04
stroboscopic,0.02
stroganoff,0.35
stroke,13.08
stroll,4.14
stroller,0.88
strong,86.86
strongbox,0.31
stronghold,1.18
strongman,0.1
strongpoint,0.04
strontium,0.06
strop,0.16
strophic,#N/A
stroppy,0.02
structural,1.82
structure,10.18
strudel,0.92
struggle,13.37
strum,0.24
strumpet,0.49
strut,1.57
strychnine,0.43
stub,0.96
stubble,0.35
stubbly,0.04
stubborn,10.86
stubbornness,0.51
stubby,0.49
stucco,0.37
stud,6.94
student,43.04
studio,23.33
studious,0.12
studiousness,0.02
study,49.04
stuff,306.92
stuffer,0.2
stuffiness,0.02
stuffy,3.63
stultification,#N/A
stumble,1.96
stumblebum,0.02
stump,2.45
stumper,0.04
stun,1.88
stunner,0.57
stunning,4.1
stunt,9.2
stunted,0.29
stuntman,0.69
stupefy,0.08
stupendous,0.65
stupid,184.41
stupidity,3.2
stupor,0.37
sturdy,1.69
sturgeon,0.37
stutter,1.88
stutterer,0.02
sty,0.37
stygian,0.12
style,30.08
styling,0.84
stylish,2.16
stylist,0.86
stylistic,0.02
stylization,0.02
stylize,0.02
stylized,0.24
stylus,0.12
styptic,#N/A
styrene,0.02
suave,0.92
suavity,0.02
sub,7.65
subaltern,0.02
subarachnoid,0.12
subatomic,0.9
subbasement,0.18
subchapter,0.02
subcommittee,0.84
subcompact,0.06
subconscious,2.63
subcontinent,0.04
subcontract,0.08
subcontractor,0.04
subculture,0.12
subcutaneous,0.27
subdivide,0.08
subdivision,0.57
subdominant,0.02
subdue,0.8
subdural,0.67
subfloor,0.08
subfreezing,0.02
subhead,0.02
subhuman,0.22
subject,36.96
subjection,0.04
subjective,1.12
subjectivity,0.12
subjugate,0.02
subjugation,0.24
subjunctive,0.12
sublease,0.04
sublet,0.59
sublevel,0.41
sublimate,0.1
sublimation,0.08
sublime,1.45
subliminal,0.71
sublimity,0.06
sublingual,0.02
sublunar,#N/A
submachine,0.29
submarine,7.1
submariner,0.16
submerge,0.39
submergence,0.02
submerse,0.02
submersible,0.61
submersion,0.08
submission,1.08
submissive,0.88
submit,5.53
submitter,0.02
subnet,0.16
subnormal,0.04
suborbital,0.02
subordinate,0.61
subordination,0.06
suborn,0.02
subornation,0.04
subpar,0.08
subparagraph,0.08
subplot,0.12
subpoena,2.22
subroutine,0.1
subscribe,0.86
subscriber,0.41
subscription,1.33
subsection,0.35
subsequent,1.25
subservience,0.14
subservient,0.47
subset,0.12
subside,0.39
subsidiary,0.45
subsiding,0.1
subsidize,0.31
subsidized,0.2
subsidy,0.1
subsist,0.06
subsistence,0.06
subsoil,0.06
subsonic,0.08
subspace,0.53
subspecialty,0.02
substance,7.14
substandard,0.43
substantial,3.57
substantiate,0.39
substantiation,0.1
substantive,0.24
substation,0.57
substitute,4.67
substitution,0.41
substrate,0.04
substratum,#N/A
substructure,0.14
subsurface,0.08
subsystem,0.12
subterfuge,0.37
subterranean,0.65
subtext,0.63
subtitle,1.02
subtle,6.94
subtleness,0.02
subtlety,0.78
subtotal,0.04
subtract,0.55
subtraction,0.2
subtype,0.04
suburb,0.59
suburban,2.29
suburbanite,0.14
suburbanizing,0.02
suburbia,0.75
subversion,0.18
subversive,1.06
subvert,0.33
subway,10.71
subzero,0.24
succedaneum,0.02
succeed,9.45
success,27.25
successful,20.33
succession,0.94
successive,0.16
successor,1.67
succinct,0.24
succor,0.2
succotash,0.35
succubus,0.73
succulent,0.45
succumb,0.37
such,291.22
suchlike,0.08
suck,34.88
sucker,16.35
suckerfish,0.04
suckle,0.18
sucrose,0.02
suction,5.63
sudden,33.47
suddenly,55.96
suddenness,0.18
suds,0.47
sudsy,0.06
sue,29.37
suede,1.8
suet,0.22
suffer,22.51
sufferance,0.1
sufferer,0.08
suffering,19.43
suffice,1.65
sufficiency,0.08
sufficient,4.76
suffix,0.04
suffocate,1.51
suffocation,0.75
suffragan,#N/A
suffrage,0.1
suffragette,0.16
suffragist,0.02
sugar,37.76
sugarcane,0.12
sugarcoat,0.33
sugared,0.18
sugarless,0.18
sugarloaf,0.06
sugarplum,0.27
sugary,0.29
suggest,39.24
suggestibility,0.04
suggestible,0.16
suggestion,12.2
suggestive,0.51
suicidal,2.9
suicide,34.25
suit,68.61
suitability,0.1
suitable,4.84
suitcase,13.39
suite,16.65
suitor,1.35
sukiyaki,0.08
sulfa,0.47
sulfanilamide,0.04
sulfate,0.39
sulfide,0.18
sulfite,0.02
sulfonamide,0.02
sulfur,1.18
sulfuric,0.35
sulk,0.75
sulky,0.2
sullen,0.57
sully,3.76
sulphur,0.84
sulphuric,0.22
sulphurous,0.02
sultan,3.22
sultanate,0.02
sultry,0.27
sum,10.25
sumac,0.08
summarization,0.02
summarize,0.39
summary,1.67
summation,0.65
summer,78.67
summerhouse,0.43
summertime,1.2
summery,0.12
summit,3.33
summon,3.86
summons,1.59
sumo,0.82
sump,0.27
sumptuous,0.31
sumptuousness,0.02
sun,69.67
sunbath,0.1
sunbathe,0.2
sunbather,0.02
sunbeam,0.35
sunbelt,0.06
sunbird,0.04
sunburn,0.65
sunburst,0.12
sundae,1.59
sunday,43.25
sundeck,0.02
sunder,0.04
sundial,0.45
sundown,3.41
sundowner,0.04
sundress,0.08
sundries,0.08
sundry,0.25
sunfish,0.16
sunflower,0.67
sunglass,0.14
sunglasses,3.94
sunken,0.9
sunlamp,0.12
sunless,0.12
sunlight,4.63
sunlit,0.18
sunny,7.67
sunray,0.1
sunrise,6.06
sunroof,0.43
sunroom,0.14
sunscreen,1
sunset,10.31
sunshine,11.84
sunshiny,0.22
sunspot,0.25
sunstroke,0.29
suntan,0.98
suntanned,0.12
sunup,1.16
sup,0.92
super,26.2
superagency,0.02
superb,2.88
supercargo,0.02
supercharged,0.18
supercharger,0.16
supercilious,0.14
supercomputer,0.25
superconducting,0.12
